^SAMPLE = GSM267434
!Sample_title = NCI-N87 Cell Line(32K_A)
!Sample_geo_accession = GSM267434
!Sample_status = Public on Dec 29 2008
!Sample_submission_date = Feb 22 2008
!Sample_last_update_date = Dec 29 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NCI-N87 Cell Line(32K_A)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Gastric Cell Line (NCI-N87)
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen Blood and Cell Culture DNA extraction kit.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = 2 Âµg of cell line and reference genomic DNA (unrelated pooled male lymophocyte DNA from healthy donors) were labeled with Cy3-dCTP or Cy5-dCTP respectively (Amersham Biosciences) using the Bioprime Labelling system (Invitrogen)
!Sample_source_name_ch2 = reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = unrelated pooled male lymophocyte DNA from healthy donors
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Qiagen Blood and Cell Culture DNA extraction kit.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = 2 Âµg of cell line and reference genomic DNA (unrelated pooled male lymophocyte DNA from healthy donors) were labeled with Cy3-dCTP or Cy5-dCTP respectively (Amersham Biosciences) using the Bioprime Labelling system (Invitrogen)
!Sample_hyb_protocol = Hybridizations were performed using a MAUI hybridization station, and hybridized onto microarrays containing 32,000 DOP-PCR amplified BAC clones covering the human genome (Childrenâs Hospital Oakland Research Institute, BACPAC resources)
!Sample_scan_protocol = GeneChips were scanned using the GenePix 4000B scanner (Axon Instruments).
!Sample_description = NCI-N87 Cell Line(32K_A)
!Sample_description = aCGH profiling for Gastric Cell Lines
!Sample_data_processing = The data were analyzed Genedata software for normalization and expression estimation
!Sample_platform_id = GPL6520
!Sample_contact_name = Wu,,Yonghui
!Sample_contact_email = yonghui@omniarray.com
!Sample_contact_institute = National Cancer Center of Singapore
!Sample_contact_address = 11 Hospital Drive
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169610
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM267nnn/GSM267434/suppl/GSM267434.gpr.gz
!Sample_series_id = GSE10611
!Sample_data_row_count = 16829
#ID_REF = NCCS(National Cancer Center Singapore) ID, spot identifier
#VALUE = normalized ratio (Cell line Signal / Reference Sample Signal)
#SN = Signal /noise
#RE = Reletive Error
!sample_table_begin
ID_REF	VALUE	SN	RE
1217804	1.043975	3.7660255	0.067564584
1218204	1.0513946	1.8392282	0.13841401
1218604	1.015708	1.977273	0.09882598
1224904	1.1358674	2.0097404	0.08680283
1225304	1.0957011	2.403226	0.12464096
1225704	1.1552818	2.4496644	0.16345756
1227304	0.992642	2.296774	0.16561809
1220904	0.9516122	1.8875	0.10439734
1220504	1.0702345	3.8395064	0.058069438
1221504	1.1198807	4.9591184	0.06014733
1224004	1.1019572	2.948052	0.076099336
1223604	1.2544042	2.4933774	0.11823789
1256204	0.974745	1.2875817	0.3443056
1256604	1.0776178	2.0361843	0.11150008
1257004	1.1384332	2.1221862	0.15134136
1258604	1.0981292	1.8684211	0.09740527
1259004	1.077183	1.8417509	0.12886965
1259404	1.0780454	2.319079	0.080301754
1261004	1.1262941	3.996795	0.15871932
1261404	1.1380403	3.1176472	0.17019929
!sample_table_end
