^SAMPLE = GSM267440
!Sample_title = KATO III Cell Line(32K_B)
!Sample_geo_accession = GSM267440
!Sample_status = Public on Dec 29 2008
!Sample_submission_date = Feb 22 2008
!Sample_last_update_date = Dec 29 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = KATO III Cell Line(32K_B)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Gastric Cell Line (KATO III)
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen Blood and Cell Culture DNA extraction kit.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = 2 Âµg of cell line and reference genomic DNA (unrelated pooled male lymophocyte DNA from healthy donors) were labeled with Cy3-dCTP or Cy5-dCTP respectively (Amersham Biosciences) using the Bioprime Labelling system (Invitrogen)
!Sample_source_name_ch2 = reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = unrelated pooled male lymophocyte DNA from healthy donors
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Qiagen Blood and Cell Culture DNA extraction kit.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = 2 Âµg of cell line and reference genomic DNA (unrelated pooled male lymophocyte DNA from healthy donors) were labeled with Cy3-dCTP or Cy5-dCTP respectively (Amersham Biosciences) using the Bioprime Labelling system (Invitrogen)
!Sample_hyb_protocol = Hybridizations were performed using a MAUI hybridization station, and hybridized onto microarrays containing 32,000 DOP-PCR amplified BAC clones covering the human genome (Childrenâs Hospital Oakland Research Institute, BACPAC resources)
!Sample_scan_protocol = GeneChips were scanned using the GenePix 4000B scanner (Axon Instruments).
!Sample_description = KATO III Cell Line(32K_B)
!Sample_description = aCGH profiling for Gastric Cell Lines
!Sample_data_processing = The data were analyzed Genedata software for normalization and expression estimation
!Sample_platform_id = GPL6521
!Sample_contact_name = Wu,,Yonghui
!Sample_contact_email = yonghui@omniarray.com
!Sample_contact_institute = National Cancer Center of Singapore
!Sample_contact_address = 11 Hospital Drive
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169610
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM267nnn/GSM267440/suppl/GSM267440.gpr.gz
!Sample_series_id = GSE10611
!Sample_data_row_count = 15621
#ID_REF = NCCS(National Cancer Center Singapore) ID, spot identifier
#VALUE = normalized ratio (Cell line Signal / Reference Sample Signal)
#SN = Signal /noise
#RE = Reletive Error
!sample_table_begin
ID_REF	VALUE	SN	RE
2957904	1.3884856	2.5714288	0.20561796
2958304			
2958704			
2960304	1.4022238	2.238532	0.15579067
2960704	1.3041961	2.7009804	0.19690134
2961104	1.0326421	2.1666665	0.2523375
2980804	1.372359	1.7047619	0.17187874
2981204	1.0989358	1.7696079	0.29023397
2981604	1.2072084	1.7196263	0.1682324
2983204	1.0183898	1.580488	0.24044015
2983604	1.076107	3.621495	0.11842706
2984004	1.0764263	4.028436	0.11658478
2985604	1.0128902	3.2761903	0.06930391
2986004	0.95054734	2.3069308	0.15797402
2986404	1.2739153	3.15534	0.11805668
2988004	1.3562943	2.54	0.09171964
2988404	1.2410096	2.3596058	0.09638344
2988804	0.92932165	1.8252429	0.19834404
2961604	1.3396648	1.9653466	0.08636956
2962004	1.0805105	2.7755105	0.19666676
!sample_table_end
