^SAMPLE = GSM267442
!Sample_title = SNU-1 Cell Line(32K_B)
!Sample_geo_accession = GSM267442
!Sample_status = Public on Dec 29 2008
!Sample_submission_date = Feb 22 2008
!Sample_last_update_date = Dec 29 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = SNU-1 Cell Line(32K_B)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Gastric Cell Line (SNU-1)
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen Blood and Cell Culture DNA extraction kit.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = 2 Âµg of cell line and reference genomic DNA (unrelated pooled male lymophocyte DNA from healthy donors) were labeled with Cy3-dCTP or Cy5-dCTP respectively (Amersham Biosciences) using the Bioprime Labelling system (Invitrogen)
!Sample_source_name_ch2 = reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = unrelated pooled male lymophocyte DNA from healthy donors
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Qiagen Blood and Cell Culture DNA extraction kit.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = 2 Âµg of cell line and reference genomic DNA (unrelated pooled male lymophocyte DNA from healthy donors) were labeled with Cy3-dCTP or Cy5-dCTP respectively (Amersham Biosciences) using the Bioprime Labelling system (Invitrogen)
!Sample_hyb_protocol = Hybridizations were performed using a MAUI hybridization station, and hybridized onto microarrays containing 32,000 DOP-PCR amplified BAC clones covering the human genome (Childrenâs Hospital Oakland Research Institute, BACPAC resources)
!Sample_scan_protocol = GeneChips were scanned using the GenePix 4000B scanner (Axon Instruments).
!Sample_description = SNU-1 Cell Line(32K_B)
!Sample_description = aCGH profiling for Gastric Cell Lines
!Sample_data_processing = The data were analyzed Genedata software for normalization and expression estimation
!Sample_platform_id = GPL6521
!Sample_contact_name = Wu,,Yonghui
!Sample_contact_email = yonghui@omniarray.com
!Sample_contact_institute = National Cancer Center of Singapore
!Sample_contact_address = 11 Hospital Drive
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169610
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM267nnn/GSM267442/suppl/GSM267442.gpr.gz
!Sample_series_id = GSE10611
!Sample_data_row_count = 15621
#ID_REF = NCCS(National Cancer Center Singapore) ID, spot identifier
#VALUE = normalized ratio (Cell line Signal / Reference Sample Signal)
#SN = Signal /noise
#RE = Reletive Error
!sample_table_begin
ID_REF	VALUE	SN	RE
2957904	1.6879644	2.4385967	0.3144351
2958304			
2958704			
2960304	1.8427701	1.8360654	0.17107458
2960704	1.2705289	2.3189652	0.22190988
2961104	1.1921705	2.2803738	0.19411501
2980804	1.7029711	2.0215516	0.13675886
2981204	0.95919454	1.5132742	0.38032374
2981604	1.0729631	1.5964125	0.2958821
2983204	1.1270915	1.3333334	0.47956765
2983604	1.1007557	2.568282	0.14303902
2984004	1.2038434	2.7296138	0.18821605
2985604	1.176414	2.5087721	0.17227943
2986004	1.5323325	2.381579	0.24018903
2986404	1.3143911	2.508547	0.1456092
2988004	1.2467272	2.171171	0.18437421
2988404	1.2927935	2.4660633	0.1502779
2988804	1.2063326	2.1272728	0.21895047
2961604	1.1201136	1.8119267	0.08517254
2962004	1.0981605	2.361607	0.080301754
!sample_table_end
