^SAMPLE = GSM2054464
!Sample_title = 21347_SNP6.0
!Sample_geo_accession = GSM2054464
!Sample_status = Public on Apr 05 2016
!Sample_submission_date = Feb 03 2016
!Sample_last_update_date = Apr 05 2016
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Bone Marrow
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = disease: acute lymphoblastic leukemia
!Sample_characteristics_ch1 = Stage: Diagnostic sample
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from leukemic blasts obtained from peripheral blood or bone marrow at diagnosis, relapse or at remission using the Qiagen Dneasy Blood and Tissue kit. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = As per manufacturer (Affymetrix)
!Sample_scan_protocol = As per manufacturer (Affymetrix)
!Sample_data_processing = CEL and CHP files were generated using Affymetrix Genotyping Console using HapMap collection as reference.
!Sample_platform_id = GPL6801
!Sample_contact_name = Claire,Joanne,Schwab
!Sample_contact_email = claire.schwab@newcastle.ac.uk
!Sample_contact_laboratory = Leukaemia Research Cytogenetic Group
!Sample_contact_department = Northern Institute for Cancer Research
!Sample_contact_institute = Newcastle University
!Sample_contact_address = Level 5, Sir James Spence Institute, Queen Victoria Rd
!Sample_contact_city = Newcastle upon Tyne
!Sample_contact_state = Tyne and Wear
!Sample_contact_zip/postal_code = NE1 4LP
!Sample_contact_country = United Kingdom
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2054nnn/GSM2054464/suppl/GSM2054464_21347.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2054nnn/GSM2054464/suppl/GSM2054464_21347.CNCHP.gz
!Sample_series_id = GSE77557
!Sample_data_row_count = 1813281
#ID_REF = 
#VALUE = CN STATE
#CHROMOSOME = 
#POSITION = 
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	CHROMOSOME	POSITION	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	1.000000	1	61723	-1.076748	0.751270	nan	nan
CN_473964	1.000000	1	61796	-0.330058	0.751289	nan	nan
CN_473965	1.000000	1	61811	-0.615134	0.751292	nan	nan
CN_473981	1.000000	1	62908	-1.768805	0.751570	nan	nan
CN_473982	1.000000	1	62925	-0.558541	0.751574	nan	nan
CN_497981	1.000000	1	72764	-0.264203	0.754155	nan	nan
CN_502615	1.000000	1	85924	0.332602	0.757874	nan	nan
CN_502613	1.000000	1	85986	0.026293	0.757893	nan	nan
CN_502614	0.000000	1	86312	-1.542296	0.757989	nan	nan
CN_502616	0.000000	1	86329	-2.509679	0.757994	nan	nan
CN_502843	1.000000	1	98590	-0.262589	0.761767	nan	nan
CN_466171	1.000000	1	228694	0.372203	1.556276	nan	nan
CN_468414	1.000000	1	229063	-0.823736	1.556484	nan	nan
CN_468412	1.000000	1	229146	-0.704756	1.556531	nan	nan
CN_468413	1.000000	1	229161	-0.229279	1.556539	nan	nan
CN_470565	1.000000	1	229607	-0.445253	1.556792	nan	nan
CN_468424	4.000000	1	235658	0.211287	1.560230	nan	nan
CN_468425	4.000000	1	235716	0.219496	1.560263	nan	nan
CN_460512	4.000000	1	356431	1.508187	13.154631	nan	nan
CN_460513	4.000000	1	356530	1.512694	13.154631	nan	nan
!sample_table_end
