^SAMPLE = GSM1001475
!Sample_title = T-P9a [250K_Sty]
!Sample_geo_accession = GSM1001475
!Sample_status = Public on Jun 16 2015
!Sample_submission_date = Sep 11 2012
!Sample_last_update_date = Jun 16 2015
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian tumor tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = sample origin: Ascites
!Sample_characteristics_ch1 = histology: Papillary serous
!Sample_characteristics_ch1 = sample type: fresh
!Sample_growth_protocol_ch1 = Cells were grown in 10cm dishes and extracts were harvested at 80% confluency
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Cell monolayers were lysed directly in RLT+ buffer and homogenized with Qiashredder columns (Qiagen Allprep kit).  Frozen tissues were homogenized by rotor-stator directly in RLT+.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = The fragmented PCR products are labeled with a single biotin at each free 3'OH using terminal deoxynucleotidyl transferase and a dideoxy biotinylated nucleoside triphosphate.
!Sample_hyb_protocol = The biotinylated fragments are added to a hybridization solution containing a biotinylated control oligonucletide (for quality control), and hybridized to a microarray chip overnight at 49Â°C.
!Sample_scan_protocol = The chips are then transferred to a fluidics instrument that performs washes to remove DNA that has not hybridized to its complementary oligonucleotide probe. The bound DNA is then fluorescently labeled using phycoerythrin-conjugated streptavidin (SAPE) followed by biotinylated anti-streptavidin, followed by SAPE. Each DNA bound at its complementary oligonucleotide is excited using a confocal laser scanner, and the positions and intensities of the fluorescent emissions are captured.
!Sample_description = Ovarian tumor tissue-250KSty
!Sample_data_processing = CEL files and TXT files (generated by Affymetrix GTYPE using the DM algorithm) were processed by dChip and model-based expression performed using the PM/MM model. Invariant set normalization was performed as described in Lee and Wong, Genome Biology 2001, 2(8).
!Sample_platform_id = GPL3720
!Sample_contact_name = Tan,A,Ince
!Sample_contact_email = Tince@med.miami.edu
!Sample_contact_phone = 305-243-1782
!Sample_contact_laboratory = Dr. Ince Lab - TCC
!Sample_contact_department = Sylvester Cancer Center
!Sample_contact_institute = University of Miami - Miller School of Medicine
!Sample_contact_address = 1501 NW 10th Avenue, Rm 926
!Sample_contact_city = Miami
!Sample_contact_state = FL
!Sample_contact_zip/postal_code = 33136
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1001nnn/GSM1001475/suppl/GSM1001475_T-P9a.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1001nnn/GSM1001475/suppl/GSM1001475_T-P9a.chp.gz
!Sample_series_id = GSE40787
!Sample_series_id = GSE40788
!Sample_data_row_count = 238354
#ID_REF = PROBE SET NAME
#VALUE = CALL
#CONFIDENCE = 
#FORCED CALL = 
#CONTRAST = 
#STRENGTH = 
!sample_table_begin
ID_REF	VALUE	CONFIDENCE	FORCED CALL	CONTRAST	STRENGTH
AFFX-2315060	AB	0.024382	AB	0.159301	11.733269
AFFX-2315061	BB	0.002313	BB	-0.824025	10.533134
AFFX-2315062	AB	0.000490	AB	-0.098935	9.825611
AFFX-2315057	BB	0.055218	BB	-0.626023	9.941351
AFFX-2315058	AA	0.005648	AA	0.755698	11.333727
AFFX-2315059	AB	0.004880	AB	0.305925	10.335810
AFFX-2315063	AA	0.020162	AA	0.838831	10.238844
AFFX-2315064	AB	0.055310	AB	0.426000	9.484509
AFFX-2315065	BB	0.030573	BB	-0.691829	9.875003
AFFX-2315066	BB	0.003313	BB	-0.692607	9.731610
AFFX-2315067	BB	0.066317	BB	-0.718252	10.976261
AFFX-2315068	AB	0.004850	AB	0.084756	10.041161
AFFX-2315069	AB	0.000214	AB	-0.145183	9.692164
AFFX-2315070	BB	0.050378	BB	-0.789928	10.162247
AFFX-2315071	AA	0.034221	AA	0.759630	9.559264
AFFX-2315072	AA	0.004170	AA	0.800614	10.566301
AFFX-2315073	AA	0.018201	AA	0.794099	9.913955
AFFX-2315074	BB	0.052516	BB	-0.691124	9.077861
AFFX-2315075	AA	0.002788	AA	0.747181	10.836301
AFFX-2315076	AB	0.188209	AB	-0.390131	10.353001
!sample_table_end
