^SAMPLE = GSM96801
!Sample_title = CGH_2006011805_der(X)_cell1
!Sample_geo_accession = GSM96801
!Sample_status = Public on Feb 16 2006
!Sample_submission_date = Feb 15 2006
!Sample_last_update_date = Feb 15 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (number 1) gDNA (46,XX,der(X)t(X;14)(q21.3;q23.1)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = One hundred and fifty nanogram of Phi29 amplified single-cell gDNA was labelled by random priming with Cy5-dUTP
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XX)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = One hundred and fifty nanogram of gDNA was labelled by random priming with Cy3-dUTP
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3455
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE4244
!Sample_data_row_count = 8026
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	1236	487	2475	634	749	1841	-1.29125106454099
2	1395	497	2680	671	898	2009	-1.15548927564198
3	1007	540	1326	687	467	639	-0.446192442887169
4	941	532	1263	714	409	549	-0.418504367713287
5	1287	463	4782	622	824	4160	-2.32966634749507
6	1787	545	5555	726	1242	4829	-1.95285835160201
7	7442	511	8544	641	6931	7903	-0.183135951372121
8	9047	510	10490	712	8537	9778	-0.189609287724249
9	2815	509	7527	631	2306	6896	-1.57416632308716
10	3176	518	8277	699	2658	7578	-1.50527509688237
11	12640	521	8571	664	12119	7907	0.622269268243096
12	14574	519	9222	654	14055	8568	0.720254006867613
13	12956	513	10453	671	12443	9782	0.353333928896201
14	14374	523	11732	750	13851	10982	0.341050260176421
15	3534	542	5932	758	2992	5174	-0.783968940446941
16	4325	539	7320	791	3786	6529	-0.779986692070757
17	4786	514	4390	668	4272	3722	0.205034529978566
18	5326	519	4828	703	4807	4125	0.226943622467518
19	5527	537	3605	698	4990	2907	0.785709682438549
20	5049	522	3456	721	4527	2735	0.733215411918084
!sample_table_end
