^SAMPLE = GSM1509880
!Sample_title = Peripheral blood T-Cells. Paired control 143_copy_number
!Sample_geo_accession = GSM1509880
!Sample_status = Public on May 06 2015
!Sample_submission_date = Sep 22 2014
!Sample_last_update_date = May 06 2015
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Peripheral blood
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Peripheral blood
!Sample_characteristics_ch1 = cell type: T-Lymphocytes
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was digested with Nsp I and Sty I restriction enzymes, ligated to adapters with T4 DNA ligase and amplified. PCR products were concentrated and fragmented (DNAsal), and then end-labeled with deoxynucleotidil transferase
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Labelling and hybridizations were performed according to protocols from Affymetrix
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The Arrays were then washed using Affymetrix fluidics stations, and scanned using the Gene Chip Scanner 3000.
!Sample_data_processing = ChAS console from Affymetrix was used to assess genome wide copy number frequencies. Log2 Ratio copy number values with associated chromosome positions are available on the series record.
!Sample_platform_id = GPL18637
!Sample_contact_name = Bruno,,Paiva
!Sample_contact_email = bpaiva@unav.es
!Sample_contact_institute = Clinica Universidad de Navarra
!Sample_contact_address = Av. Pio XII, 55
!Sample_contact_city = Pamplona
!Sample_contact_zip/postal_code = 31008
!Sample_contact_country = Spain
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1509nnn/GSM1509880/suppl/GSM1509880_C_143_97150.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1509nnn/GSM1509880/suppl/GSM1509880_C_143_97150.cychp.gz
!Sample_series_id = GSE61650
!Sample_series_id = GSE61651
!Sample_data_row_count = 750605
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	0.141619	0.188729	2.191106
C-4WYLN	-0.132362	0.195976	2.191840
C-7ONNE	0.307112	0.224642	2.191743
C-6HYCN	0.525825	0.232852	2.191571
C-7RZQQ	0.033097	-0.045341	2.191935
C-7SEBI	0.250593	-0.035243	2.191496
C-7RXVK	-0.029036	-0.017213	2.191421
C-4LHKS	-0.356820	-0.004357	2.191339
C-7SEGS	0.206358	0.154897	2.190619
C-4LLXK	0.207697	0.171312	2.192298
C-5YZUW	0.011983	0.175135	2.192464
C-7SBKQ	0.271088	0.195786	2.192001
C-4GLAA	0.411975	0.219446	2.191589
C-7QEGW	-0.034999	0.244845	2.191841
C-4EDDJ	0.231863	0.237509	2.192109
C-7LAAJ	0.360969	0.268025	2.192666
C-6HOEB	-0.057926	0.027214	2.192823
C-6SCVY	0.275759	0.062978	2.192806
C-7SFRW	0.011179	0.049660	2.193321
C-7RYRT	0.001418	0.090567	2.193135
!sample_table_end
