^SAMPLE = GSM1509886
!Sample_title = Peripheral blood T-Cells. Unpaired control 54_copy_number
!Sample_geo_accession = GSM1509886
!Sample_status = Public on May 06 2015
!Sample_submission_date = Sep 22 2014
!Sample_last_update_date = May 06 2015
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Peripheral blood
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Peripheral blood
!Sample_characteristics_ch1 = cell type: T-Lymphocytes
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was digested with Nsp I and Sty I restriction enzymes, ligated to adapters with T4 DNA ligase and amplified. PCR products were concentrated and fragmented (DNAsal), and then end-labeled with deoxynucleotidil transferase
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Labelling and hybridizations were performed according to protocols from Affymetrix
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The Arrays were then washed using Affymetrix fluidics stations, and scanned using the Gene Chip Scanner 3000.
!Sample_data_processing = ChAS console from Affymetrix was used to assess genome wide copy number frequencies. Log2 Ratio copy number values with associated chromosome positions are available on the series record.
!Sample_platform_id = GPL18637
!Sample_contact_name = Bruno,,Paiva
!Sample_contact_email = bpaiva@unav.es
!Sample_contact_institute = Clinica Universidad de Navarra
!Sample_contact_address = Av. Pio XII, 55
!Sample_contact_city = Pamplona
!Sample_contact_zip/postal_code = 31008
!Sample_contact_country = Spain
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1509nnn/GSM1509886/suppl/GSM1509886_C_54_MON.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1509nnn/GSM1509886/suppl/GSM1509886_C_54_MON.cychp.gz
!Sample_series_id = GSE61650
!Sample_series_id = GSE61651
!Sample_data_row_count = 750605
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	-0.182227	-0.129310	1.971700
C-4WYLN	-0.161695	-0.042621	1.972482
C-7ONNE	0.013591	-0.054731	1.973148
C-6HYCN	0.135972	0.032302	1.973196
C-7RZQQ	-0.026248	0.017463	1.973473
C-7SEBI	0.192502	0.105121	1.973069
C-7RXVK	0.147318	0.085274	1.972497
C-4LHKS	0.068004	0.173718	1.972709
C-7SEGS	0.202614	-0.010481	1.972358
C-4LLXK	-0.014621	0.078766	1.972837
C-5YZUW	0.082319	0.049827	1.972711
C-7SBKQ	-0.012480	0.139713	1.972959
C-4GLAA	-0.048071	0.069448	1.973091
C-7QEGW	0.362813	0.159619	1.973603
C-4EDDJ	0.117018	0.127515	1.973235
C-7LAAJ	0.142244	0.217415	1.972626
C-6HOEB	0.007983	0.119711	1.972029
C-6SCVY	0.403315	0.208665	1.971651
C-7SFRW	-0.054072	0.182300	1.971490
C-7RYRT	0.422965	0.269518	1.971027
!sample_table_end
