^SAMPLE = GSM1509925
!Sample_title = Clonal B-Cells from IgM Waldenstr̦m's Macroglobulinemia 46-97220_copy_number
!Sample_geo_accession = GSM1509925
!Sample_status = Public on May 06 2015
!Sample_submission_date = Sep 22 2014
!Sample_last_update_date = May 06 2015
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Bone marrow
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Bone marrow
!Sample_characteristics_ch1 = cell type: Clonal B-Lymphocytes
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was digested with Nsp I and Sty I restriction enzymes, ligated to adapters with T4 DNA ligase and amplified. PCR products were concentrated and fragmented (DNAsal), and then end-labeled with deoxynucleotidil transferase
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Labelling and hybridizations were performed according to protocols from Affymetrix
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The Arrays were then washed using Affymetrix fluidics stations, and scanned using the Gene Chip Scanner 3000.
!Sample_data_processing = ChAS console from Affymetrix was used to assess genome wide copy number frequencies. Log2 Ratio copy number values with associated chromosome positions are available on the series record.
!Sample_platform_id = GPL18637
!Sample_contact_name = Bruno,,Paiva
!Sample_contact_email = bpaiva@unav.es
!Sample_contact_institute = Clinica Universidad de Navarra
!Sample_contact_address = Av. Pio XII, 55
!Sample_contact_city = Pamplona
!Sample_contact_zip/postal_code = 31008
!Sample_contact_country = Spain
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1509nnn/GSM1509925/suppl/GSM1509925_WM_46_97220.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1509nnn/GSM1509925/suppl/GSM1509925_WM_46_97220.cychp.gz
!Sample_series_id = GSE61650
!Sample_series_id = GSE61651
!Sample_data_row_count = 750605
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	0.016743	-0.043605	2.093133
C-4WYLN	-0.361608	-0.015745	2.094087
C-7ONNE	0.187977	0.022512	2.094343
C-6HYCN	0.171955	0.051933	2.094341
C-7RZQQ	0.121860	0.006025	2.093477
C-7SEBI	0.278846	0.038483	2.092371
C-7RXVK	0.044277	0.061503	2.091963
C-4LHKS	-0.240663	0.098324	2.092260
C-7SEGS	-0.195643	0.084185	2.092600
C-4LLXK	0.186989	0.126510	2.092896
C-5YZUW	0.210376	0.124556	2.092984
C-7SBKQ	0.306760	0.173255	2.093409
C-4GLAA	0.354084	0.265816	2.093703
C-7QEGW	0.308285	0.321510	2.093247
C-4EDDJ	0.212617	0.291754	2.092771
C-7LAAJ	0.358895	0.354801	2.092533
C-6HOEB	0.061364	0.010250	2.091551
C-6SCVY	0.180636	0.080738	2.091927
C-7SFRW	0.113484	0.026759	2.091723
C-7RYRT	-0.133208	0.104545	2.091604
!sample_table_end
