^SAMPLE = GSM73782
!Sample_title = 122A vs NF (svi042)
!Sample_geo_accession = GSM73782
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = 122A
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 122A
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH tumor tissue
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-04/4473.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	217	252	28	46	189	206	31	51	73	75	1.136	156	1193	.94	.894	149	163	88	102	0	247	45	202	1.068	.937	.095	.095
2	246	343	28	46	218	297	30	51	75	76	1.343	156	994	1.168	.899	149	163	105	119	0	336	45	291	1.335	.749	.417	.417
3	194	241	28	45	166	196	30	51	81	76	1.179	156	951	1.003	.871	149	163	124	138	0	236	44	192	1.157	.865	.21	.21
4	183	198	28	45	155	153	29	50	78	75	.987	156	947	.837	.876	149	163	141	155	0	194	44	150	.967	1.034	-.048	-.048
5	218	255	29	46	189	209	32	53	82	86	1.125	156	934	.936	.878	149	163	159	173	0	250	45	205	1.083	.923	.116	.116
6	157	186	29	46	128	140	33	54	72	72	1.155	156	935	.903	.872	149	163	174	188	0	182	45	137	1.072	.933	.1	.1
7	272	310	28	45	244	265	29	51	79	82	1.076	156	986	.929	.907	147	161	194	208	0	304	44	260	1.064	.94	.089	.089
8	162	196	28	45	134	151	29	50	75	73	1.038	156	959	.975	.799	147	161	211	225	0	192	44	148	1.104	.906	.143	.143
9	181	168	29	44	152	124	30	47	71	72	.876	156	973	.621	.838	147	161	230	244	0	165	43	121	.799	1.251	-.323	-.323
10	156	186	29	45	127	141	30	48	62	61	1.182	156	966	.948	.912	146	160	246	260	0	182	44	138	1.088	.919	.121	.121
11	205	271	31	45	174	226	32	50	64	67	1.245	156	963	1.117	.924	146	160	263	277	0	265	44	221	1.272	.786	.348	.348
12	249	338	30	46	219	292	34	53	69	73	1.371	156	934	1.179	.921	146	160	282	296	0	331	45	286	1.306	.766	.385	.385
13	112	157	30	46	82	111	33	53	59	66	1.401	156	953	1.096	.86	146	160	299	313	0	154	45	109	1.326	.754	.407	.407
14	112	148	29	43	83	105	30	47	62	60	1.239	156	969	1.131	.891	146	160	318	332	0	145	42	103	1.239	.807	.31	.31
15	203	214	29	43	174	171	29	45	58	58	1.01	156	922	.887	.937	146	160	336	350	0	210	42	168	.963	1.039	-.055	-.055
16	111	133	28	42	83	91	30	49	60	64	1.13	156	972	.869	.876	144	158	353	367	0	130	41	89	1.074	.931	.103	.103
17	156	166	28	42	128	124	30	48	71	68	.951	156	1001	.792	.879	144	158	370	384	0	163	41	121	.949	1.054	-.075	-.075
18	206	230	28	41	178	189	28	43	64	70	1.071	156	967	.925	.936	145	159	388	402	0	225	40	185	1.04	.961	.057	.057
19	142	174	27	40	115	134	27	42	62	64	1.144	156	955	1.013	.932	145	159	405	419	0	170	39	131	1.142	.876	.191	.191
20	99	117	26	41	73	76	27	42	54	52	1.044	156	991	.975	.931	143	157	424	438	0	115	40	74	1.02	.98	.028	.028
!sample_table_end
