^SAMPLE = GSM73701
!Sample_title = 124A vs NF (svi044)
!Sample_geo_accession = GSM73701
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = 124A
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 124A
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH tumor tissue
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-04/4480.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	305	311	50	68	255	243	55	73	80	78	.972	156	1183	.881	.902	82	96	134	148	0	355	78	277	1.087	.92	.121	.121
2	260	317	53	74	207	243	59	79	73	73	1.186	156	968	1.059	.915	82	96	151	165	0	362	84	277	1.339	.747	.422	.422
3	263	323	52	75	211	248	56	79	80	82	1.166	156	968	1.1	.937	82	96	169	183	0	369	86	283	1.341	.746	.423	.423
4	275	318	52	79	223	239	59	86	70	73	1.195	156	968	.679	.847	82	96	186	200	0	363	90	273	1.223	.818	.29	.29
5	277	342	52	76	225	266	60	88	81	84	1.169	156	964	1.02	.855	82	96	205	219	0	390	87	303	1.349	.741	.432	.432
6	154	158	49	72	105	86	54	77	71	64	.825	156	979	.754	.87	82	96	221	235	0	180	82	98	.935	1.07	-.098	-.098
7	321	372	50	73	271	299	54	77	79	80	1.116	156	1004	.911	.898	82	96	240	254	0	424	83	341	1.259	.794	.332	.332
8	188	197	50	72	138	125	54	75	66	62	.923	156	983	.825	.905	81	95	257	271	0	225	82	143	1.033	.968	.048	.048
9	208	229	50	72	158	157	52	74	66	68	1.048	156	978	.805	.907	81	95	274	288	0	261	82	179	1.134	.882	.181	.181
10	200	194	50	71	150	123	54	73	67	53	.861	156	985	.777	.916	81	95	292	306	0	221	81	140	.936	1.069	-.096	-.096
11	255	283	51	69	204	214	56	72	66	69	1.067	156	983	.934	.938	81	95	311	325	0	323	79	244	1.197	.835	.259	.259
12	317	328	51	71	266	257	56	74	73	73	.963	156	975	.926	.947	81	95	326	340	0	374	81	293	1.102	.907	.141	.141
13	128	168	50	73	78	95	55	75	62	60	1.148	156	958	1.029	.824	82	96	345	359	0	192	83	108	1.39	.72	.475	.475
14	126	144	49	70	77	74	54	73	57	50	.944	156	975	.795	.875	81	95	363	377	0	164	80	84	1.097	.912	.133	.133
15	213	200	47	68	166	132	51	70	64	58	.834	156	955	.712	.947	82	96	380	394	0	228	78	151	.907	1.102	-.14	-.14
16	137	146	47	67	90	79	51	68	66	58	.87	156	981	.722	.845	82	96	399	413	0	167	76	90	1.002	.998	.002	.002
17	147	150	47	67	100	83	50	68	66	57	.93	156	937	.724	.854	82	96	416	430	0	171	76	95	.947	1.056	-.079	-.079
18	238	304	47	65	191	239	49	66	72	71	1.279	156	910	1.115	.917	82	96	434	448	0	347	74	273	1.428	.7	.514	.514
19	147	157	48	66	99	91	50	67	58	57	.931	156	939	.807	.903	82	96	449	463	0	179	75	104	1.049	.954	.069	.069
20	136	176	49	69	87	107	51	70	48	53	1.307	156	1011	1.072	.923	81	95	468	482	0	201	79	122	1.403	.713	.489	.489
!sample_table_end
