^SAMPLE = GSM73699
!Sample_title = 807A vs NF (svi059)
!Sample_geo_accession = GSM73699
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = 807A
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 807A
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH tumor tissue
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-04/4519.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	781	1167	86	140	695	1027	88	144	80	80	1.45	156	1199	1.44	.955	119	133	116	130	0	1068	128	940	1.352	.74	.435	.435
2	1014	1606	88	145	926	1461	90	148	79	81	1.573	156	952	1.433	.949	119	133	135	149	0	1469	133	1337	1.443	.693	.53	.53
3	475	694	71	123	404	571	59	99	72	75	1.417	156	969	1.294	.939	119	133	152	166	0	635	113	522	1.293	.773	.371	.371
4	631	941	67	122	564	819	56	94	82	85	1.498	156	887	1.306	.936	120	134	171	185	0	861	112	749	1.328	.753	.41	.41
5	477	681	86	146	391	535	88	148	62	65	1.342	208	880	1.269	.949	117	133	186	202	0	623	134	489	1.252	.799	.324	.324
6	513	738	86	147	427	591	93	152	67	67	1.359	177	929	1.321	.96	118	133	204	219	0	675	134	541	1.266	.79	.341	.341
7	1937	5139	85	148	1852	4991	92	153	83	83	2.061	156	980	0	0	118	132	223	237	-100	4701	135	4566	2.465	.406		1.302
8	807	1146	84	148	723	998	86	149	78	78	1.381	156	981	1.273	.951	118	132	240	254	0	1048	135	913	1.263	.792	.337	.337
9	550	788	84	147	466	641	85	149	75	76	1.373	156	966	1.286	.955	118	132	258	272	0	721	134	586	1.258	.795	.332	.332
10	720	1059	86	149	634	910	104	155	69	71	1.434	156	980	1.348	.968	118	132	275	289	0	969	136	833	1.313	.762	.393	.393
11	437	649	85	150	352	499	89	153	76	73	1.397	156	948	1.331	.95	119	133	294	308	0	594	137	457	1.297	.771	.375	.375
12	357	527	83	149	274	378	86	151	81	78	1.391	156	886	1.338	.931	119	133	311	325	0	482	136	346	1.262	.792	.336	.336
13	458	657	83	149	375	508	86	153	70	67	1.324	156	989	1.256	.938	117	131	327	341	0	601	136	465	1.239	.807	.31	.31
14	295	425	86	149	209	276	89	152	64	65	1.35	156	990	1.191	.938	117	131	346	360	0	389	136	253	1.208	.828	.273	.273
15	617	811	85	149	532	662	87	151	74	68	1.346	156	955	1.162	.962	117	131	363	377	0	742	136	606	1.138	.878	.187	.187
16	311	413	83	151	228	262	84	151	71	69	1.141	156	958	1.038	.93	117	131	381	395	0	378	138	240	1.051	.951	.072	.072
17	280	387	83	151	197	236	86	152	71	67	1.254	156	980	1.146	.908	117	131	398	412	0	354	138	216	1.096	.912	.132	.132
18	284	404	85	148	199	256	87	150	75	73	1.222	156	1012	1.132	.889	116	130	417	431	0	370	135	234	1.177	.85	.235	.235
19	267	390	83	148	184	242	84	148	72	71	1.305	156	985	1.276	.927	116	130	434	448	0	357	135	221	1.203	.831	.267	.267
20	333	503	83	146	250	357	85	148	61	58	1.443	156	988	1.338	.95	116	130	452	466	0	460	134	327	1.306	.765	.386	.386
!sample_table_end
