^SAMPLE = GSM73763
!Sample_title = 117A vs NF (svi040)
!Sample_geo_accession = GSM73763
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = 117A
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 117A
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH tumor tissue
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-04/4465.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	467	658	67	107	400	551	96	150	75	75	1.396	156	1159	1.333	.959	139	153	89	103	0	596	97	499	1.248	.801	.32	.32
2	405	605	49	77	356	528	52	82	79	82	1.5	156	929	1.324	.942	138	152	107	121	0	548	70	479	1.344	.744	.427	.427
3	260	345	43	69	217	276	46	73	79	77	1.324	156	902	1.221	.926	138	152	124	138	0	313	63	250	1.153	.867	.205	.205
4	300	396	41	68	259	328	46	75	81	80	1.281	156	973	1.163	.945	137	151	141	155	0	359	62	297	1.148	.871	.199	.199
5	328	478	42	68	286	410	49	80	77	82	1.474	156	1009	1.204	.914	135	149	160	174	0	433	62	372	1.299	.77	.378	.378
6	253	380	42	67	211	313	46	75	64	69	1.449	156	988	1.291	.946	134	148	178	192	0	344	61	284	1.344	.744	.427	.427
7	355	477	41	65	314	412	43	70	80	84	1.37	156	962	1.182	.924	134	148	195	209	0	432	59	373	1.189	.841	.25	.25
8	316	420	41	63	275	357	42	68	71	68	1.273	156	976	1.172	.928	133	147	211	225	0	381	57	324	1.177	.85	.235	.235
9	307	431	40	63	267	368	42	67	71	69	1.39	156	957	1.255	.947	133	147	228	242	0	391	57	334	1.249	.801	.321	.321
10	326	462	41	61	285	401	42	65	66	64	1.406	156	968	1.262	.947	132	146	245	259	0	419	55	363	1.275	.784	.351	.351
11	266	447	41	63	225	384	43	67	69	72	1.813	156	960	1.513	.933	134	148	263	277	0	405	57	348	1.547	.646	.629	.629
12	274	375	40	64	234	311	43	68	75	71	1.427	156	938	1.31	.947	133	147	282	296	0	340	58	282	1.205	.83	.269	.269
13	208	282	40	63	168	219	43	65	56	61	1.317	156	983	1.178	.927	131	145	299	313	0	256	57	198	1.181	.846	.241	.241
14	220	279	40	62	180	217	43	65	62	57	1.182	156	926	1.115	.925	132	146	318	332	0	253	56	197	1.093	.915	.128	.128
15	327	408	40	61	287	347	42	64	66	64	1.295	156	1001	1.076	.927	130	144	332	346	0	370	55	315	1.096	.913	.132	.132
16	223	283	39	62	184	221	41	64	67	64	1.17	156	1024	1.121	.926	129	143	353	367	0	256	56	200	1.089	.919	.122	.122
17	229	298	40	62	189	236	42	64	72	70	1.267	156	925	1.134	.918	129	143	370	384	0	270	56	214	1.132	.884	.179	.179
18	240	340	40	61	200	279	42	64	71	76	1.391	156	970	1.24	.923	128	142	387	401	0	308	55	253	1.264	.791	.338	.338
19	224	323	38	60	186	263	41	63	64	71	1.51	156	977	1.221	.924	128	142	405	419	0	293	54	238	1.282	.78	.358	.358
20	165	226	38	61	127	165	41	63	55	54	1.321	156	975	1.11	.914	127	141	422	436	0	205	55	150	1.178	.849	.236	.236
!sample_table_end
