^SAMPLE = GSM751041
!Sample_title = Ovarian cancer tissue from Taiwan L609
!Sample_geo_accession = GSM751041
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 29 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: Mucinous
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method. Tumor RNAs were extracted by using Qiazol followed by column clean-up using miRNeasy kit (Qiagen).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:  Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap CHB using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751041/suppl/GSM751041.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751041/suppl/GSM751041.CNCHP.gz
!Sample_series_id = GSE30300
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	3.000000	0.076287	2.628933	nan	nan
CN_473964	3.000000	0.146372	2.628969	nan	nan
CN_473965	3.000000	0.302010	2.628977	nan	nan
CN_473981	3.000000	0.431352	2.629520	nan	nan
CN_473982	3.000000	0.112553	2.629529	nan	nan
CN_497981	3.000000	0.013767	2.634512	nan	nan
CN_502615	3.000000	0.323794	2.641450	nan	nan
CN_502613	3.000000	0.051506	2.641483	nan	nan
CN_502614	3.000000	0.405965	2.641659	nan	nan
CN_502616	3.000000	0.322361	2.641668	nan	nan
CN_502843	3.000000	0.255537	2.648373	nan	nan
CN_466171	3.000000	0.599807	3.231822	nan	nan
CN_468414	3.000000	0.391121	3.231812	nan	nan
CN_468412	3.000000	0.429663	3.231810	nan	nan
CN_468413	3.000000	0.040912	3.231809	nan	nan
CN_470565	3.000000	0.471030	3.231797	nan	nan
CN_468424	3.000000	0.448841	3.231626	nan	nan
CN_468425	3.000000	0.312279	3.231625	nan	nan
CN_460512	3.000000	-0.003845	1.989577	nan	nan
CN_460513	3.000000	-0.004535	1.989577	nan	nan
!sample_table_end
