^SAMPLE = GSM751059
!Sample_title = Ovarian cancer tissue from Taiwan LB761
!Sample_geo_accession = GSM751059
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 29 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: Clear Cell
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method. Tumor RNAs were extracted by using Qiazol followed by column clean-up using miRNeasy kit (Qiagen).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:  Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap CHB using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751059/suppl/GSM751059.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751059/suppl/GSM751059.CNCHP.gz
!Sample_series_id = GSE30300
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	0.526358	2.289393	nan	nan
CN_473964	2.000000	0.296502	2.289183	nan	nan
CN_473965	2.000000	0.136965	2.289140	nan	nan
CN_473981	2.000000	0.366172	2.285988	nan	nan
CN_473982	2.000000	0.208444	2.285939	nan	nan
CN_497981	2.000000	0.373631	2.257930	nan	nan
CN_502615	2.000000	-0.512891	2.221404	nan	nan
CN_502613	2.000000	-0.555249	2.221235	nan	nan
CN_502614	2.000000	-0.110743	2.220347	nan	nan
CN_502616	2.000000	0.098323	2.220301	nan	nan
CN_502843	2.000000	0.231927	2.187582	nan	nan
CN_466171	2.000000	0.854395	2.349392	nan	nan
CN_468414	2.000000	-0.401607	2.349584	nan	nan
CN_468412	2.000000	0.058994	2.349628	nan	nan
CN_468413	2.000000	-0.498683	2.349635	nan	nan
CN_470565	2.000000	0.112371	2.349868	nan	nan
CN_468424	3.000000	0.413380	2.353037	nan	nan
CN_468425	3.000000	0.369981	2.353067	nan	nan
CN_460512	3.000000	0.499924	3.108673	nan	nan
CN_460513	3.000000	0.207411	3.108672	nan	nan
!sample_table_end
