^SAMPLE = GSM751065
!Sample_title = Ovarian cancer tissue from Taiwan LD108
!Sample_geo_accession = GSM751065
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 29 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: Serous
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method. Tumor RNAs were extracted by using Qiazol followed by column clean-up using miRNeasy kit (Qiagen).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:  Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap CHB using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751065/suppl/GSM751065.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751065/suppl/GSM751065.CNCHP.gz
!Sample_series_id = GSE30300
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	1.000000	-0.508662	1.075032	nan	nan
CN_473964	1.000000	-0.415981	1.075065	nan	nan
CN_473965	1.000000	-0.610015	1.075072	nan	nan
CN_473981	1.000000	-0.482342	1.075576	nan	nan
CN_473982	1.000000	-0.781319	1.075584	nan	nan
CN_497981	1.000000	-0.319597	1.080256	nan	nan
CN_502615	1.000000	-0.639024	1.086936	nan	nan
CN_502613	1.000000	0.242349	1.086969	nan	nan
CN_502614	1.000000	-0.908566	1.087141	nan	nan
CN_502616	1.000000	-0.905810	1.087150	nan	nan
CN_502843	2.000000	-0.066790	1.093842	nan	nan
CN_466171	2.000000	0.563497	2.306052	nan	nan
CN_468414	2.000000	1.107160	2.306029	nan	nan
CN_468412	2.000000	0.522452	2.306024	nan	nan
CN_468413	2.000000	-0.929895	2.306023	nan	nan
CN_470565	2.000000	-0.742153	2.305996	nan	nan
CN_468424	2.000000	0.136219	2.305632	nan	nan
CN_468425	2.000000	0.142319	2.305628	nan	nan
CN_460512	2.000000	1.282325	8.695857	nan	nan
CN_460513	2.000000	1.074716	8.695855	nan	nan
!sample_table_end
