^SAMPLE = GSM751069
!Sample_title = Ovarian cancer tissue from Taiwan LA097
!Sample_geo_accession = GSM751069
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 29 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: Serous
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method. Tumor RNAs were extracted by using Qiazol followed by column clean-up using miRNeasy kit (Qiagen).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:  Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap CHB using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751069/suppl/GSM751069.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751069/suppl/GSM751069.CNCHP.gz
!Sample_series_id = GSE30300
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	-0.237991	2.050042	nan	nan
CN_473964	2.000000	0.075949	2.050103	nan	nan
CN_473965	2.000000	-0.067466	2.050116	nan	nan
CN_473981	2.000000	0.083704	2.051033	nan	nan
CN_473982	2.000000	-0.105026	2.051048	nan	nan
CN_497981	2.000000	0.183319	2.059402	nan	nan
CN_502615	2.000000	0.044927	2.070902	nan	nan
CN_502613	2.000000	-0.047877	2.070957	nan	nan
CN_502614	2.000000	-0.103085	2.071247	nan	nan
CN_502616	2.000000	0.214284	2.071262	nan	nan
CN_502843	2.000000	0.236081	2.082291	nan	nan
CN_466171	2.000000	0.827434	2.565340	nan	nan
CN_468414	2.000000	-0.072354	2.565197	nan	nan
CN_468412	2.000000	0.387042	2.565164	nan	nan
CN_468413	2.000000	-0.035882	2.565159	nan	nan
CN_470565	2.000000	0.174960	2.564985	nan	nan
CN_468424	2.000000	-0.089779	2.562629	nan	nan
CN_468425	2.000000	0.203166	2.562606	nan	nan
CN_460512	2.000000	0.387368	2.838275	nan	nan
CN_460513	2.000000	0.174026	2.838274	nan	nan
!sample_table_end
