^SAMPLE = GSM751039
!Sample_title = Ovarian cancer tissue from Taiwan L513
!Sample_geo_accession = GSM751039
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 29 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: Serous
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method. Tumor RNAs were extracted by using Qiazol followed by column clean-up using miRNeasy kit (Qiagen).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:  Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap CHB using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751039/suppl/GSM751039.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751039/suppl/GSM751039.CNCHP.gz
!Sample_series_id = GSE30300
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	-0.290688	1.825202	nan	nan
CN_473964	2.000000	0.063951	1.825106	nan	nan
CN_473965	2.000000	0.138353	1.825087	nan	nan
CN_473981	2.000000	0.155272	1.823656	nan	nan
CN_473982	2.000000	0.085320	1.823633	nan	nan
CN_497981	2.000000	0.187937	1.810846	nan	nan
CN_502615	2.000000	-0.610947	1.793980	nan	nan
CN_502613	2.000000	-0.050225	1.793901	nan	nan
CN_502614	2.000000	-0.350407	1.793488	nan	nan
CN_502616	2.000000	-0.226562	1.793467	nan	nan
CN_502843	2.000000	0.012146	1.778168	nan	nan
CN_466171	2.000000	0.776291	1.886480	nan	nan
CN_468414	2.000000	-0.125652	1.886632	nan	nan
CN_468412	2.000000	-0.743287	1.886667	nan	nan
CN_468413	2.000000	-0.346066	1.886673	nan	nan
CN_470565	2.000000	-0.339826	1.886857	nan	nan
CN_468424	2.000000	0.137176	1.889371	nan	nan
CN_468425	2.000000	0.318634	1.889395	nan	nan
CN_460512	2.000000	-0.146757	2.217612	nan	nan
CN_460513	2.000000	0.312400	2.217614	nan	nan
!sample_table_end
