^SAMPLE = GSM751082
!Sample_title = Ovarian cancer tissue from Taiwan LD085
!Sample_geo_accession = GSM751082
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 29 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: Clear Cell
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method. Tumor RNAs were extracted by using Qiazol followed by column clean-up using miRNeasy kit (Qiagen).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:  Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap CHB using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751082/suppl/GSM751082.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751082/suppl/GSM751082.CNCHP.gz
!Sample_series_id = GSE30300
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	3.000000	0.911766	4.024432	nan	nan
CN_473964	3.000000	0.411458	4.024304	nan	nan
CN_473965	3.000000	0.514789	4.024278	nan	nan
CN_473981	3.000000	0.845734	4.022367	nan	nan
CN_473982	3.000000	0.674265	4.022338	nan	nan
CN_497981	3.000000	0.362265	4.005593	nan	nan
CN_502615	3.000000	-0.056361	3.984450	nan	nan
CN_502613	3.000000	0.449372	3.984354	nan	nan
CN_502614	3.000000	0.638388	3.983850	nan	nan
CN_502616	3.000000	0.682669	3.983824	nan	nan
CN_502843	3.000000	0.705327	3.965688	nan	nan
CN_466171	3.000000	1.083744	2.542142	nan	nan
CN_468414	3.000000	-0.010353	2.542139	nan	nan
CN_468412	3.000000	0.120143	2.542138	nan	nan
CN_468413	3.000000	0.231263	2.542138	nan	nan
CN_470565	3.000000	-0.568322	2.542134	nan	nan
CN_468424	3.000000	0.263187	2.542087	nan	nan
CN_468425	3.000000	0.227603	2.542087	nan	nan
CN_460512	3.000000	0.568392	3.858235	nan	nan
CN_460513	3.000000	0.485377	3.858235	nan	nan
!sample_table_end
