^SAMPLE = GSM751049
!Sample_title = Ovarian cancer tissue from Taiwan LA590
!Sample_geo_accession = GSM751049
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 29 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: Serous
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method. Tumor RNAs were extracted by using Qiazol followed by column clean-up using miRNeasy kit (Qiagen).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:  Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap CHB using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751049/suppl/GSM751049.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751049/suppl/GSM751049.CNCHP.gz
!Sample_series_id = GSE30300
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	-0.306711	1.867229	nan	nan
CN_473964	2.000000	-0.130417	1.867324	nan	nan
CN_473965	2.000000	-0.279299	1.867343	nan	nan
CN_473981	2.000000	0.036353	1.868772	nan	nan
CN_473982	2.000000	-0.121837	1.868794	nan	nan
CN_497981	2.000000	-0.057241	1.881735	nan	nan
CN_502615	2.000000	0.154607	1.899350	nan	nan
CN_502613	2.000000	-0.101423	1.899433	nan	nan
CN_502614	2.000000	0.106205	1.899873	nan	nan
CN_502616	2.000000	0.083664	1.899896	nan	nan
CN_502843	2.000000	0.099059	1.916525	nan	nan
CN_466171	2.000000	0.928509	2.441794	nan	nan
CN_468414	2.000000	-0.267025	2.441995	nan	nan
CN_468412	2.000000	-0.070530	2.442041	nan	nan
CN_468413	2.000000	-0.287693	2.442049	nan	nan
CN_470565	2.000000	-0.045795	2.442293	nan	nan
CN_468424	2.000000	0.499783	2.445623	nan	nan
CN_468425	2.000000	0.368304	2.445655	nan	nan
CN_460512	2.000000	-0.322212	1.952524	nan	nan
CN_460513	2.000000	0.283683	1.952525	nan	nan
!sample_table_end
