^SAMPLE = GSM751068
!Sample_title = Ovarian cancer tissue from Taiwan L991
!Sample_geo_accession = GSM751068
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 29 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: Serous
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method. Tumor RNAs were extracted by using Qiazol followed by column clean-up using miRNeasy kit (Qiagen).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:  Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap CHB using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751068/suppl/GSM751068.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751068/suppl/GSM751068.CNCHP.gz
!Sample_series_id = GSE30300
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	3.000000	0.624987	3.381969	nan	nan
CN_473964	3.000000	0.334257	3.381814	nan	nan
CN_473965	3.000000	0.100137	3.381783	nan	nan
CN_473981	3.000000	0.909740	3.379459	nan	nan
CN_473982	3.000000	0.755680	3.379423	nan	nan
CN_497981	3.000000	0.233459	3.358560	nan	nan
CN_502615	3.000000	0.184371	3.330702	nan	nan
CN_502613	3.000000	0.494744	3.330571	nan	nan
CN_502614	3.000000	0.254292	3.329883	nan	nan
CN_502616	3.000000	0.371011	3.329848	nan	nan
CN_502843	3.000000	0.293449	3.304130	nan	nan
CN_466171	3.000000	0.966417	3.108946	nan	nan
CN_468414	3.000000	0.083851	3.109100	nan	nan
CN_468412	3.000000	0.038853	3.109135	nan	nan
CN_468413	3.000000	0.569695	3.109141	nan	nan
CN_470565	3.000000	-0.258249	3.109327	nan	nan
CN_468424	3.000000	0.501417	3.111869	nan	nan
CN_468425	3.000000	0.577693	3.111894	nan	nan
CN_460512	3.000000	0.948611	4.850135	nan	nan
CN_460513	3.000000	0.472092	4.850132	nan	nan
!sample_table_end
