^SAMPLE = GSM751061
!Sample_title = Ovarian cancer tissue from Taiwan LD037
!Sample_geo_accession = GSM751061
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 29 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: Mucinous
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method. Tumor RNAs were extracted by using Qiazol followed by column clean-up using miRNeasy kit (Qiagen).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:  Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap CHB using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751061/suppl/GSM751061.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751061/suppl/GSM751061.CNCHP.gz
!Sample_series_id = GSE30300
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	3.000000	0.908260	3.178013	nan	nan
CN_473964	3.000000	0.371122	3.177755	nan	nan
CN_473965	3.000000	0.373088	3.177702	nan	nan
CN_473981	3.000000	0.658369	3.173841	nan	nan
CN_473982	3.000000	0.654654	3.173781	nan	nan
CN_497981	3.000000	0.079551	3.139479	nan	nan
CN_502615	3.000000	0.031643	3.094747	nan	nan
CN_502613	3.000000	-0.003813	3.094540	nan	nan
CN_502614	3.000000	0.283204	3.093451	nan	nan
CN_502616	3.000000	0.281578	3.093395	nan	nan
CN_502843	3.000000	0.331392	3.053257	nan	nan
CN_466171	3.000000	0.900104	3.073891	nan	nan
CN_468414	3.000000	-0.011193	3.074212	nan	nan
CN_468412	3.000000	0.013788	3.074285	nan	nan
CN_468413	3.000000	0.363553	3.074297	nan	nan
CN_470565	3.000000	-0.220011	3.074686	nan	nan
CN_468424	3.000000	0.428817	3.079987	nan	nan
CN_468425	3.000000	0.944036	3.080038	nan	nan
CN_460512	3.000000	0.735580	4.806099	nan	nan
CN_460513	3.000000	0.670496	4.806098	nan	nan
!sample_table_end
