^SAMPLE = GSM751045
!Sample_title = Ovarian cancer tissue from Taiwan LA473
!Sample_geo_accession = GSM751045
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 29 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: Serous
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method. Tumor RNAs were extracted by using Qiazol followed by column clean-up using miRNeasy kit (Qiagen).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:  Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap CHB using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751045/suppl/GSM751045.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM751nnn/GSM751045/suppl/GSM751045.CNCHP.gz
!Sample_series_id = GSE30300
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	3.000000	0.514718	3.354619	nan	nan
CN_473964	3.000000	0.369081	3.354568	nan	nan
CN_473965	3.000000	0.350175	3.354557	nan	nan
CN_473981	3.000000	0.672150	3.353781	nan	nan
CN_473982	3.000000	0.373196	3.353769	nan	nan
CN_497981	3.000000	0.249183	3.346664	nan	nan
CN_502615	3.000000	0.506747	3.336760	nan	nan
CN_502613	3.000000	0.326268	3.336712	nan	nan
CN_502614	3.000000	0.409949	3.336461	nan	nan
CN_502616	3.000000	0.523540	3.336448	nan	nan
CN_502843	3.000000	0.231680	3.326800	nan	nan
CN_466171	2.000000	0.594787	1.863569	nan	nan
CN_468414	2.000000	-0.335531	1.863762	nan	nan
CN_468412	2.000000	-0.286894	1.863805	nan	nan
CN_468413	2.000000	-0.509332	1.863813	nan	nan
CN_470565	2.000000	-0.415066	1.864046	nan	nan
CN_468424	2.000000	0.366990	1.867231	nan	nan
CN_468425	2.000000	0.194918	1.867262	nan	nan
CN_460512	2.000000	0.212499	3.186416	nan	nan
CN_460513	2.000000	0.534451	3.186417	nan	nan
!sample_table_end
