^SAMPLE = GSM1600226
!Sample_title = metastatic tissue #2
!Sample_geo_accession = GSM1600226
!Sample_status = Public on Mar 01 2017
!Sample_submission_date = Feb 03 2015
!Sample_last_update_date = Mar 01 2017
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = fresh/frozen melanoma tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: fresh/frozen melanoma tissue
!Sample_characteristics_ch1 = sample type: lymph node
!Sample_growth_protocol_ch1 = Human melanoma cell lines were maintained in RPMI 1640 medium supplemented with 10% foetal bovine serum, 300 mg/l L-glutamine and antibiotics. All cell lines were obtained from Coriell Cell Repositories of the Coriell Institute for Medical Research, and all chemicals were obtained from Sigma-Aldrich.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was purified using Intron G-Spin Genomic DNA Extraction kit.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Labeling, hybridization and image scan were performed according to the recent laboratory protocol of UD-GenoMed Medical Genomic Technologies Ltd.
!Sample_hyb_protocol = standard Affymetrix protocol
!Sample_scan_protocol = standard Affymetrix protocol
!Sample_data_processing = Affymetrix Genotyping Console was used for primary analysis. Copy number values were extracted and converted from CEL files into signal intensities using apt-copynumber-cyto 1.14.4 software, and CYCHP files were generated by Chromosome Analysis Suite (ChAS) 2.0 software according to the current protocol of UD-GenoMed Medical Genomic Technologies Ltd. ChAS 2.0 and Nexus 6.1 Copy Number Discovery softwares were used for further analysis.
!Sample_platform_id = GPL18637
!Sample_contact_name = Laura,,Vizkeleti
!Sample_contact_email = laura.vizkeleti@gmail.com
!Sample_contact_department = 2nd Deptartment of Pathology
!Sample_contact_institute = Semmelweis University
!Sample_contact_address = ÃllÅi str. 93.
!Sample_contact_city = Budapest
!Sample_contact_zip/postal_code = 1091
!Sample_contact_country = Hungary
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1600nnn/GSM1600226/suppl/GSM1600226_M20.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1600nnn/GSM1600226/suppl/GSM1600226_M20.cychp.gz
!Sample_series_id = GSE65569
!Sample_series_id = GSE65570
!Sample_data_row_count = 750605
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	0.118129	0.033150	2.180965
C-4WYLN	-0.457179	0.038726	2.182836
C-7ONNE	0.174154	0.086457	2.182403
C-6HYCN	0.415707	0.092517	2.182569
C-7RZQQ	-0.059687	0.030563	2.181985
C-7SEBI	0.518959	0.037577	2.182128
C-7RXVK	0.006454	0.074554	2.181592
C-4LHKS	-0.239998	0.082995	2.180495
C-7SEGS	0.084387	0.189196	2.179433
C-4LLXK	0.315357	0.199574	2.180924
C-5YZUW	0.175413	0.220717	2.179765
C-7SBKQ	0.267848	0.233519	2.179315
C-4GLAA	0.751336	0.282467	2.178680
C-7QEGW	0.188523	0.298183	2.179283
C-4EDDJ	0.150924	0.301340	2.179392
C-7LAAJ	0.111718	0.320459	2.178325
C-6HOEB	-0.120008	0.292978	2.175421
C-6SCVY	-0.011570	0.315926	2.175687
C-7SFRW	0.388846	0.296389	2.174536
C-7RYRT	0.971601	0.323533	2.173653
!sample_table_end
