^SAMPLE = GSM1600234
!Sample_title = metastatic cell line #3
!Sample_geo_accession = GSM1600234
!Sample_status = Public on Mar 01 2017
!Sample_submission_date = Feb 03 2015
!Sample_last_update_date = Mar 01 2017
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = melanoma cell line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: melanoma cell line
!Sample_characteristics_ch1 = cell line: WM983B
!Sample_characteristics_ch1 = sample type: lymph node
!Sample_growth_protocol_ch1 = Human melanoma cell lines were maintained in RPMI 1640 medium supplemented with 10% foetal bovine serum, 300 mg/l L-glutamine and antibiotics. All cell lines were obtained from Coriell Cell Repositories of the Coriell Institute for Medical Research, and all chemicals were obtained from Sigma-Aldrich.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was purified using Intron G-Spin Genomic DNA Extraction kit.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Labeling, hybridization and image scan were performed according to the recent laboratory protocol of UD-GenoMed Medical Genomic Technologies Ltd.
!Sample_hyb_protocol = standard Affymetrix protocol
!Sample_scan_protocol = standard Affymetrix protocol
!Sample_data_processing = Affymetrix Genotyping Console was used for primary analysis. Copy number values were extracted and converted from CEL files into signal intensities using apt-copynumber-cyto 1.14.4 software, and CYCHP files were generated by Chromosome Analysis Suite (ChAS) 2.0 software according to the current protocol of UD-GenoMed Medical Genomic Technologies Ltd. ChAS 2.0 and Nexus 6.1 Copy Number Discovery softwares were used for further analysis.
!Sample_platform_id = GPL18637
!Sample_contact_name = Laura,,Vizkeleti
!Sample_contact_email = laura.vizkeleti@gmail.com
!Sample_contact_department = 2nd Deptartment of Pathology
!Sample_contact_institute = Semmelweis University
!Sample_contact_address = ÃllÅi str. 93.
!Sample_contact_city = Budapest
!Sample_contact_zip/postal_code = 1091
!Sample_contact_country = Hungary
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1600nnn/GSM1600234/suppl/GSM1600234_WM983B.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1600nnn/GSM1600234/suppl/GSM1600234_WM983B.cychp.gz
!Sample_series_id = GSE65569
!Sample_series_id = GSE65570
!Sample_data_row_count = 750605
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	0.141223	0.325429	2.728459
C-4WYLN	0.493067	0.337336	2.730129
C-7ONNE	0.393638	0.274673	2.729515
C-6HYCN	0.195125	0.285616	2.729020
C-7RZQQ	0.174733	0.258201	2.727950
C-7SEBI	0.361840	0.267296	2.727701
C-7RXVK	0.283418	0.206153	2.727007
C-4LHKS	0.124238	0.212579	2.725728
C-7SEGS	0.376426	0.400289	2.726953
C-4LLXK	0.432238	0.403388	2.727498
C-5YZUW	0.378313	0.346026	2.726554
C-7SBKQ	0.308020	0.345294	2.725483
C-4GLAA	0.267891	0.307088	2.724596
C-7QEGW	0.222467	0.302235	2.724463
C-4EDDJ	0.277420	0.252229	2.724635
C-7LAAJ	0.336951	0.243177	2.723320
C-6HOEB	0.165332	0.238345	2.720600
C-6SCVY	0.609736	0.225240	2.720933
C-7SFRW	0.199176	0.187434	2.720388
C-7RYRT	-0.152598	0.170611	2.717300
!sample_table_end
