^SAMPLE = GSM1600225
!Sample_title = primary tissue #2
!Sample_geo_accession = GSM1600225
!Sample_status = Public on Mar 01 2017
!Sample_submission_date = Feb 03 2015
!Sample_last_update_date = Mar 01 2017
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = fresh/frozen melanoma tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: fresh/frozen melanoma tissue
!Sample_characteristics_ch1 = sample type: NM, male, grade III
!Sample_growth_protocol_ch1 = Human melanoma cell lines were maintained in RPMI 1640 medium supplemented with 10% foetal bovine serum, 300 mg/l L-glutamine and antibiotics. All cell lines were obtained from Coriell Cell Repositories of the Coriell Institute for Medical Research, and all chemicals were obtained from Sigma-Aldrich.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was purified using Intron G-Spin Genomic DNA Extraction kit.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Labeling, hybridization and image scan were performed according to the recent laboratory protocol of UD-GenoMed Medical Genomic Technologies Ltd.
!Sample_hyb_protocol = standard Affymetrix protocol
!Sample_scan_protocol = standard Affymetrix protocol
!Sample_data_processing = Affymetrix Genotyping Console was used for primary analysis. Copy number values were extracted and converted from CEL files into signal intensities using apt-copynumber-cyto 1.14.4 software, and CYCHP files were generated by Chromosome Analysis Suite (ChAS) 2.0 software according to the current protocol of UD-GenoMed Medical Genomic Technologies Ltd. ChAS 2.0 and Nexus 6.1 Copy Number Discovery softwares were used for further analysis.
!Sample_platform_id = GPL18637
!Sample_contact_name = Laura,,Vizkeleti
!Sample_contact_email = laura.vizkeleti@gmail.com
!Sample_contact_department = 2nd Deptartment of Pathology
!Sample_contact_institute = Semmelweis University
!Sample_contact_address = ÃllÅi str. 93.
!Sample_contact_city = Budapest
!Sample_contact_zip/postal_code = 1091
!Sample_contact_country = Hungary
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1600nnn/GSM1600225/suppl/GSM1600225_P20.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1600nnn/GSM1600225/suppl/GSM1600225_P20.cychp.gz
!Sample_series_id = GSE65569
!Sample_series_id = GSE65570
!Sample_data_row_count = 750605
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	0.701510	0.518385	2.549941
C-4WYLN	-0.016998	0.437014	2.553402
C-7ONNE	0.441385	0.512717	2.552154
C-6HYCN	0.773863	0.431662	2.552628
C-7RZQQ	0.238845	0.079673	2.552871
C-7SEBI	0.348955	-0.000763	2.552563
C-7RXVK	-0.264356	0.085259	2.551329
C-4LHKS	-0.153462	0.005813	2.550126
C-7SEGS	0.313930	0.327633	2.549810
C-4LLXK	0.291169	0.249609	2.549181
C-5YZUW	0.250324	0.354989	2.547179
C-7SBKQ	0.355713	0.278904	2.545459
C-4GLAA	0.614946	0.129478	2.544283
C-7QEGW	-0.336304	0.055909	2.545008
C-4EDDJ	0.105684	0.181439	2.545089
C-7LAAJ	0.093608	0.111080	2.545398
C-6HOEB	-0.106463	0.502033	2.543288
C-6SCVY	0.539791	0.435594	2.544656
C-7SFRW	0.682497	0.568132	2.544522
C-7RYRT	0.896206	0.506321	2.542139
!sample_table_end
