^SAMPLE = GSM1600231
!Sample_title = primray cell line #2
!Sample_geo_accession = GSM1600231
!Sample_status = Public on Mar 01 2017
!Sample_submission_date = Feb 03 2015
!Sample_last_update_date = Mar 01 2017
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = melanoma cell line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: melanoma cell line
!Sample_characteristics_ch1 = cell line: WM115
!Sample_growth_protocol_ch1 = Human melanoma cell lines were maintained in RPMI 1640 medium supplemented with 10% foetal bovine serum, 300 mg/l L-glutamine and antibiotics. All cell lines were obtained from Coriell Cell Repositories of the Coriell Institute for Medical Research, and all chemicals were obtained from Sigma-Aldrich.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was purified using Intron G-Spin Genomic DNA Extraction kit.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Labeling, hybridization and image scan were performed according to the recent laboratory protocol of UD-GenoMed Medical Genomic Technologies Ltd.
!Sample_hyb_protocol = standard Affymetrix protocol
!Sample_scan_protocol = standard Affymetrix protocol
!Sample_data_processing = Affymetrix Genotyping Console was used for primary analysis. Copy number values were extracted and converted from CEL files into signal intensities using apt-copynumber-cyto 1.14.4 software, and CYCHP files were generated by Chromosome Analysis Suite (ChAS) 2.0 software according to the current protocol of UD-GenoMed Medical Genomic Technologies Ltd. ChAS 2.0 and Nexus 6.1 Copy Number Discovery softwares were used for further analysis.
!Sample_platform_id = GPL18637
!Sample_contact_name = Laura,,Vizkeleti
!Sample_contact_email = laura.vizkeleti@gmail.com
!Sample_contact_department = 2nd Deptartment of Pathology
!Sample_contact_institute = Semmelweis University
!Sample_contact_address = ÃllÅi str. 93.
!Sample_contact_city = Budapest
!Sample_contact_zip/postal_code = 1091
!Sample_contact_country = Hungary
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1600nnn/GSM1600231/suppl/GSM1600231_WM115.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1600nnn/GSM1600231/suppl/GSM1600231_WM115.cychp.gz
!Sample_series_id = GSE65569
!Sample_series_id = GSE65570
!Sample_data_row_count = 750605
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	-0.265707	-0.345347	1.307182
C-4WYLN	-0.582904	-0.301565	1.308620
C-7ONNE	-0.446336	-0.219453	1.308369
C-6HYCN	0.252260	-0.176340	1.308402
C-7RZQQ	-0.557032	-0.673094	1.308795
C-7SEBI	-0.417069	-0.631304	1.309851
C-7RXVK	-0.808540	-0.546210	1.309172
C-4LHKS	-0.574231	-0.506259	1.308963
C-7SEGS	-0.510029	-0.603446	1.308791
C-4LLXK	-0.816358	-0.565735	1.310047
C-5YZUW	-0.749208	-0.476433	1.310089
C-7SBKQ	-0.011185	-0.441188	1.310986
C-4GLAA	-0.040928	-0.798725	1.311229
C-7QEGW	-1.044257	-0.766105	1.311711
C-4EDDJ	-0.674615	-0.677795	1.312726
C-7LAAJ	-1.130578	-0.647820	1.312529
C-6HOEB	-0.898410	-0.271750	1.312232
C-6SCVY	-0.654675	-0.244434	1.312105
C-7SFRW	-0.094296	-0.170677	1.312481
C-7RYRT	0.814506	-0.146078	1.312904
!sample_table_end
