^SAMPLE = GSM503545
!Sample_title = normal N12_gDNA_Sty
!Sample_geo_accession = GSM503545
!Sample_status = Public on Jul 06 2010
!Sample_submission_date = Feb 01 2010
!Sample_last_update_date = Jul 06 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = micro-dissected adjacent normal tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: epithelium
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Germline DNA was extracted and purified using standard methods and microdisected DNA was followed the ptotocol from Puregene DNA purification Tissue Kit (Gentra System Inc).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix).
!Sample_hyb_protocol = DNA was restric digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The array were then washed using Affymetrix fluidics stations, and scanned usingthe Affymetrix GeneChip Scanner 3000.
!Sample_description = Hybridized to 250K_Sty
!Sample_data_processing = The probe level measurements (PM and MM) were generated using Affymetrix Gtype software. Microarray data were normalized using a modified RMA method.
!Sample_platform_id = GPL3720
!Sample_contact_name = Howard,,Yang
!Sample_contact_email = yanghow@mail.nih.gov
!Sample_contact_phone = 2402765257
!Sample_contact_institute = NCI
!Sample_contact_address = 9609 Medical Center Dr.
!Sample_contact_city = Rockville
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20850
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM503nnn/GSM503545/suppl/GSM503545.CEL.gz
!Sample_series_id = GSE20123
!Sample_data_row_count = 238378
#ID_REF = 
#VALUE = RMA (Affy Gtype) normalized signal intensity
!sample_table_begin
ID_REF	VALUE
SNP_A-1780358	2.17514729992348
SNP_A-1780551	1.71345591328266
SNP_A-1780357	1.61882148929255
SNP_A-1780550	1.61390454857091
SNP_A-1780352	1.91004601405175
SNP_A-1780351	1.9027610781592
SNP_A-1780350	1.7016398283614
SNP_A-1780748	2.60078450579037
SNP_A-1780747	1.64855575938105
SNP_A-1780746	1.89909730603368
SNP_A-1780745	1.86597398207361
SNP_A-1780743	2.8366964918175
SNP_A-1780549	1.30144109923946
SNP_A-1780547	2.53358617710016
SNP_A-1780541	0.522370670548017
SNP_A-1780346	1.14151186725874
SNP_A-1780345	1.15288463866363
SNP_A-1780342	2.26008214646665
SNP_A-1780341	1.96520860051201
SNP_A-1780340	1.03538523705804
!sample_table_end
