^SAMPLE = GSM400860
!Sample_title = ccRCC tumor and normal blood DNA pair 28
!Sample_geo_accession = GSM400860
!Sample_status = Public on May 09 2009
!Sample_submission_date = May 07 2009
!Sample_last_update_date = May 08 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = ccRCC tumor and blood
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: male
!Sample_characteristics_ch1 = tissue: ccRCC tumor and blood
!Sample_characteristics_ch1 = disease state: carcinoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Extraction of genomic DNA from fresh frozen tissue was performed using QIAamp DNeasy Blood and Tissue kit (QIAGEN, Valencia, CA).
!Sample_label_ch1 = C-Bio and A-DNP
!Sample_label_protocol_ch1 = 750ng of genomic DNA was whole-genome amplified in an overnight reaction at 37Â¡C using amplification master mix (WG-AMM) and primer/neutralization mix (WG-MP1). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FRG), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).
!Sample_hyb_protocol = RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48Â¡C, single-base extension and allele-specific staining was performed on a Teflow chamber.
!Sample_scan_protocol = After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).
!Sample_description = Genomic DNA from ccRCC tumor and reference DNA from blood sample of the corresponding ccRCC patient were genotyped using Infinium HumanHap300 Genotyping BeadChips (Illumina).
!Sample_data_processing = Genomic DNA extracted from ccRCC tumor and normal blood DNA pairs was genotyped using Infinium HumanHap300 Genotyping BeadChips (Illumina).
!Sample_platform_id = GPL6979
!Sample_contact_name = Xifeng,,Wu
!Sample_contact_email = xwu@mdanderson.org
!Sample_contact_phone = 7137452485
!Sample_contact_fax = 7137924657
!Sample_contact_department = Epidemiology
!Sample_contact_institute = UT M.D Anderson Cancer Center
!Sample_contact_address = 1155 pressler blvd.
!Sample_contact_city = Houston
!Sample_contact_state = TX
!Sample_contact_zip/postal_code = 77030
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE16019
!Sample_data_row_count = 317497
#ID_REF = 
#VALUE = Log_R_Ratio
#AlleleFreq Ref. = 
#AlleleFreq Sub. = 
#|dAlleleFreq sub-ref| = 
!sample_table_begin
ID_REF	VALUE	AlleleFreq Ref.	AlleleFreq Sub.	|dAlleleFreq sub-ref|
rs3934834-124_T_R_1135975865	0.3505901	0.5101984	0.4778468	0.03235164
rs3737728-124_T_R_1135790679	0.4681498	1	1	
rs6687776-124_T_R_1135347468	-0.001759497	0.482298	0.472651	0.009646952
rs9651273-124_T_F_1136827223	0.2960249	1	0.9978108	
rs4970405-124_T_F_1136522326	0.1507811	0.4997395	0.5219634	0.02222383
rs12726255-124_B_R_1135572792	0.2500465	0.5135655	0.4833972	0.03016835
rs2298217-124_T_R_1135807872	0.5736209	0.5554848	0.5642237	0.008738935
rs4970357-124_T_F_1135327694	1.082843	0.02998306	0.02450078	
rs4970362-124_T_F_1135713090	0.2841242	0.4959522	0.4926271	0.003325105
rs9660710-124_B_R_1135732876	0.007091784	1	0.9938619	
rs4970420-124_B_R_1136441302	0.4239223	0.5265871	0.5109611	0.01562595
rs1320565-124_B_F_1137428853	0.1604613	0.9983668	0.9901681	
rs11260549-124_B_R_1135739417	-0.017036	0.5038258	0.5304049	0.02657902
rs9729550-124_B_R_1135710069	0.3172089	0.5315476	0.4623728	0.0691748
rs11721-124_T_R_1136433517	0.2030613	1	1	
rs2887286-124_B_R_1135111632	0.0301384	0	0.002806501	
rs3813199-124_T_R_1136807858	0.3400454	0.994034	0.9930182	
rs3766186-124_T_R_1136764966	0.1561171	0.9977441	0.9903568	
rs7515488-124_B_F_1136819717	0.5986375	0.471423	0.4466535	0.02476948
rs715643-124_T_R_1137448467	0.3926508	0.9428176	0.9479445	
!sample_table_end
