^SAMPLE = GSM400833
!Sample_title = ccRCC tumor and normal blood DNA pair  1
!Sample_geo_accession = GSM400833
!Sample_status = Public on May 09 2009
!Sample_submission_date = May 07 2009
!Sample_last_update_date = May 08 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = ccRCC tumor and blood
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: female
!Sample_characteristics_ch1 = tissue: ccRCC tumor and blood
!Sample_characteristics_ch1 = disease state: carcinoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Extraction of genomic DNA from fresh frozen tissue was performed using QIAamp DNeasy Blood and Tissue kit (QIAGEN, Valencia, CA).
!Sample_label_ch1 = C-Bio and A-DNP
!Sample_label_protocol_ch1 = 750ng of genomic DNA was whole-genome amplified in an overnight reaction at 37Â¡C using amplification master mix (WG-AMM) and primer/neutralization mix (WG-MP1). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FRG), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).
!Sample_hyb_protocol = RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48Â¡C, single-base extension and allele-specific staining was performed on a Teflow chamber.
!Sample_scan_protocol = After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).
!Sample_description = Genomic DNA from ccRCC tumor and reference DNA from blood sample of the corresponding ccRCC patient were genotyped using Infinium HumanHap300 Genotyping BeadChips (Illumina).
!Sample_data_processing = Genomic DNA extracted from ccRCC tumor and normal blood DNA pairs was genotyped using Infinium HumanHap300 Genotyping BeadChips (Illumina).
!Sample_platform_id = GPL6979
!Sample_contact_name = Xifeng,,Wu
!Sample_contact_email = xwu@mdanderson.org
!Sample_contact_phone = 7137452485
!Sample_contact_fax = 7137924657
!Sample_contact_department = Epidemiology
!Sample_contact_institute = UT M.D Anderson Cancer Center
!Sample_contact_address = 1155 pressler blvd.
!Sample_contact_city = Houston
!Sample_contact_state = TX
!Sample_contact_zip/postal_code = 77030
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE16019
!Sample_data_row_count = 317497
#ID_REF = 
#VALUE = Log_R_Ratio
#AlleleFreq Ref. = 
#AlleleFreq Sub. = 
#|dAlleleFreq sub-ref| = 
!sample_table_begin
ID_REF	VALUE	AlleleFreq Ref.	AlleleFreq Sub.	|dAlleleFreq sub-ref|
rs3934834-124_T_R_1135975865	-0.04968308	0.5675209	0.7884375	0.2209166
rs3737728-124_T_R_1135790679	0.1391912	0.5073264	0.3943996	0.1129268
rs6687776-124_T_R_1135347468	-0.1796237	0.001165299	0.000845024	
rs9651273-124_T_F_1136827223	-0.4477746	0.9833418	0.9854655	
rs4970405-124_T_F_1136522326	-0.3963667	1	0.9990119	
rs12726255-124_B_R_1135572792	-0.1251665	0.996191	0.9954713	
rs2298217-124_T_R_1135807872	-0.1658533	0.00386318	0	
rs4970357-124_T_F_1135327694	-0.5085133	0.5451358	0.6819792	0.1368434
rs4970362-124_T_F_1135713090	-0.2015958	0.4724596	0.3956828	0.0767768
rs9660710-124_B_R_1135732876	0.1650741	0.5312324	0.3906321	0.1406004
rs4970420-124_B_R_1136441302	-0.4035815	0.5251558	0.420559	0.1045969
rs1320565-124_B_F_1137428853	-0.07858061	0.5396767	0.4084142	0.1312625
rs11260549-124_B_R_1135739417	-0.1312571	0.9797386	0.9971355	
rs9729550-124_B_R_1135710069	-0.01400197	0.000421722	0	
rs11721-124_T_R_1136433517	-0.1060556	0.978178	0.9790213	
rs2887286-124_B_R_1135111632	-0.1608371	0.4336624	0.6063425	0.1726801
rs3813199-124_T_R_1136807858	-0.05803078	0.9866101	0.993051	
rs3766186-124_T_R_1136764966	0.05782748	0.9893886	0.9961799	
rs7515488-124_B_F_1136819717	0.01127232	0.9988121	1	
rs715643-124_T_R_1137448467	-0.06647814	0.9938616	1	
!sample_table_end
