^SAMPLE = GSM400893
!Sample_title = ccRCC tumor and normal blood DNA pair 61
!Sample_geo_accession = GSM400893
!Sample_status = Public on May 09 2009
!Sample_submission_date = May 07 2009
!Sample_last_update_date = May 08 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = ccRCC tumor and blood
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: female
!Sample_characteristics_ch1 = tissue: ccRCC tumor and blood
!Sample_characteristics_ch1 = disease state: carcinoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Extraction of genomic DNA from fresh frozen tissue was performed using QIAamp DNeasy Blood and Tissue kit (QIAGEN, Valencia, CA).
!Sample_label_ch1 = C-Bio and A-DNP
!Sample_label_protocol_ch1 = 750ng of genomic DNA was whole-genome amplified in an overnight reaction at 37Â¡C using amplification master mix (WG-AMM) and primer/neutralization mix (WG-MP1). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FRG), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).
!Sample_hyb_protocol = RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48Â¡C, single-base extension and allele-specific staining was performed on a Teflow chamber.
!Sample_scan_protocol = After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).
!Sample_description = Genomic DNA from ccRCC tumor and reference DNA from blood sample of the corresponding ccRCC patient were genotyped using Infinium HumanHap300 Genotyping BeadChips (Illumina).
!Sample_data_processing = Genomic DNA extracted from ccRCC tumor and normal blood DNA pairs was genotyped using Infinium HumanHap300 Genotyping BeadChips (Illumina).
!Sample_platform_id = GPL6979
!Sample_contact_name = Xifeng,,Wu
!Sample_contact_email = xwu@mdanderson.org
!Sample_contact_phone = 7137452485
!Sample_contact_fax = 7137924657
!Sample_contact_department = Epidemiology
!Sample_contact_institute = UT M.D Anderson Cancer Center
!Sample_contact_address = 1155 pressler blvd.
!Sample_contact_city = Houston
!Sample_contact_state = TX
!Sample_contact_zip/postal_code = 77030
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE16019
!Sample_data_row_count = 317497
#ID_REF = 
#VALUE = Log_R_Ratio
#AlleleFreq Ref. = 
#AlleleFreq Sub. = 
#|dAlleleFreq sub-ref| = 
!sample_table_begin
ID_REF	VALUE	AlleleFreq Ref.	AlleleFreq Sub.	|dAlleleFreq sub-ref|
rs3934834-124_T_R_1135975865	0.2214454	0.5340202	0.5064781	0.02754205
rs3737728-124_T_R_1135790679	0.46675	0.5263935	0.4783754	0.0480181
rs6687776-124_T_R_1135347468	0.0615864	0.5041543	0.4794659	0.02468845
rs9651273-124_T_F_1136827223	-0.2540318	0.5280955	0.4818669	0.04622862
rs4970405-124_T_F_1136522326	0.2200079	0.006056508	0.004480676	
rs12726255-124_B_R_1135572792	0.4151165	0.002847171	0	
rs2298217-124_T_R_1135807872	0.3231387	0.9938169	1	
rs4970357-124_T_F_1135327694	-0.6113015	0.008440093	0.01771479	
rs4970362-124_T_F_1135713090	0.1331412	0.5041507	0.4776072	0.02654353
rs9660710-124_B_R_1135732876	0.3989843	1	1	
rs4970420-124_B_R_1136441302	0.1885553	0.5008435	0.5132673	0.01242381
rs1320565-124_B_F_1137428853	0.2221034	1	0.9995022	
rs11260549-124_B_R_1135739417	-0.03260769	1	0.9891112	
rs9729550-124_B_R_1135710069	0.3349384	0	0	
rs11721-124_T_R_1136433517	0.1076471	0.5204794	0.4685716	0.05190781
rs2887286-124_B_R_1135111632	0.51621	0	0	
rs3813199-124_T_R_1136807858	0.486122	0.4864742	0.4688818	0.01759246
rs3766186-124_T_R_1136764966	0.5253842	0.4994859	0.4581379	0.04134795
rs7515488-124_B_F_1136819717	-0.3597564	0.5469564	0.5293891	0.01756728
rs715643-124_T_R_1137448467	0.352529	0.9926891	1	
!sample_table_end
