^SAMPLE = GSM400876
!Sample_title = ccRCC tumor and normal blood DNA pair 44
!Sample_geo_accession = GSM400876
!Sample_status = Public on May 09 2009
!Sample_submission_date = May 07 2009
!Sample_last_update_date = May 08 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = ccRCC tumor and blood
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: female
!Sample_characteristics_ch1 = tissue: ccRCC tumor and blood
!Sample_characteristics_ch1 = disease state: carcinoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Extraction of genomic DNA from fresh frozen tissue was performed using QIAamp DNeasy Blood and Tissue kit (QIAGEN, Valencia, CA).
!Sample_label_ch1 = C-Bio and A-DNP
!Sample_label_protocol_ch1 = 750ng of genomic DNA was whole-genome amplified in an overnight reaction at 37Â¡C using amplification master mix (WG-AMM) and primer/neutralization mix (WG-MP1). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FRG), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).
!Sample_hyb_protocol = RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48Â¡C, single-base extension and allele-specific staining was performed on a Teflow chamber.
!Sample_scan_protocol = After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).
!Sample_description = Genomic DNA from ccRCC tumor and reference DNA from blood sample of the corresponding ccRCC patient were genotyped using Infinium HumanHap300 Genotyping BeadChips (Illumina).
!Sample_data_processing = Genomic DNA extracted from ccRCC tumor and normal blood DNA pairs was genotyped using Infinium HumanHap300 Genotyping BeadChips (Illumina).
!Sample_platform_id = GPL6979
!Sample_contact_name = Xifeng,,Wu
!Sample_contact_email = xwu@mdanderson.org
!Sample_contact_phone = 7137452485
!Sample_contact_fax = 7137924657
!Sample_contact_department = Epidemiology
!Sample_contact_institute = UT M.D Anderson Cancer Center
!Sample_contact_address = 1155 pressler blvd.
!Sample_contact_city = Houston
!Sample_contact_state = TX
!Sample_contact_zip/postal_code = 77030
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE16019
!Sample_data_row_count = 317497
#ID_REF = 
#VALUE = Log_R_Ratio
#AlleleFreq Ref. = 
#AlleleFreq Sub. = 
#|dAlleleFreq sub-ref| = 
!sample_table_begin
ID_REF	VALUE	AlleleFreq Ref.	AlleleFreq Sub.	|dAlleleFreq sub-ref|
rs3934834-124_T_R_1135975865	-0.1545056	0.9891752	0.9981247	
rs3737728-124_T_R_1135790679	0.03299817	1	1	
rs6687776-124_T_R_1135347468	0.1815775	0.9912729	0.9933472	
rs9651273-124_T_F_1136827223	-0.1799456	1	0.9859377	
rs4970405-124_T_F_1136522326	-0.2981098	0	0	
rs12726255-124_B_R_1135572792	-0.1761465	0.002152519	0.003780568	
rs2298217-124_T_R_1135807872	-0.04565099	1	1	
rs4970357-124_T_F_1135327694	-0.3520501	0.02268573	0	
rs4970362-124_T_F_1135713090	-0.01478634	0.9586118	0.9999007	
rs9660710-124_B_R_1135732876	-0.06433171	1	1	
rs4970420-124_B_R_1136441302	-0.1393705	0.984163	1	
rs1320565-124_B_F_1137428853	-0.08720717	1	1	
rs11260549-124_B_R_1135739417	-0.1362396	0.9867149	0.9974602	
rs9729550-124_B_R_1135710069	-0.4289623	0	0	
rs11721-124_T_R_1136433517	-0.0823063	0.4892049	0.4707044	0.01850045
rs2887286-124_B_R_1135111632	-0.01493454	0	0.00018501	
rs3813199-124_T_R_1136807858	0.07805533	0.4610442	0.4569881	0.004056126
rs3766186-124_T_R_1136764966	-0.1142141	0.4762546	0.4174166	0.05883798
rs7515488-124_B_F_1136819717	-0.7214436	0.4280638	0.4928287	0.06476486
rs715643-124_T_R_1137448467	-0.1490609	0.9856753	1	
!sample_table_end
