^SAMPLE = GSM400858
!Sample_title = ccRCC tumor and normal blood DNA pair 26
!Sample_geo_accession = GSM400858
!Sample_status = Public on May 09 2009
!Sample_submission_date = May 07 2009
!Sample_last_update_date = May 08 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = ccRCC tumor and blood
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: female
!Sample_characteristics_ch1 = tissue: ccRCC tumor and blood
!Sample_characteristics_ch1 = disease state: carcinoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Extraction of genomic DNA from fresh frozen tissue was performed using QIAamp DNeasy Blood and Tissue kit (QIAGEN, Valencia, CA).
!Sample_label_ch1 = C-Bio and A-DNP
!Sample_label_protocol_ch1 = 750ng of genomic DNA was whole-genome amplified in an overnight reaction at 37Â¡C using amplification master mix (WG-AMM) and primer/neutralization mix (WG-MP1). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FRG), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).
!Sample_hyb_protocol = RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48Â¡C, single-base extension and allele-specific staining was performed on a Teflow chamber.
!Sample_scan_protocol = After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).
!Sample_description = Genomic DNA from ccRCC tumor and reference DNA from blood sample of the corresponding ccRCC patient were genotyped using Infinium HumanHap300 Genotyping BeadChips (Illumina).
!Sample_data_processing = Genomic DNA extracted from ccRCC tumor and normal blood DNA pairs was genotyped using Infinium HumanHap300 Genotyping BeadChips (Illumina).
!Sample_platform_id = GPL6979
!Sample_contact_name = Xifeng,,Wu
!Sample_contact_email = xwu@mdanderson.org
!Sample_contact_phone = 7137452485
!Sample_contact_fax = 7137924657
!Sample_contact_department = Epidemiology
!Sample_contact_institute = UT M.D Anderson Cancer Center
!Sample_contact_address = 1155 pressler blvd.
!Sample_contact_city = Houston
!Sample_contact_state = TX
!Sample_contact_zip/postal_code = 77030
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE16019
!Sample_data_row_count = 317497
#ID_REF = 
#VALUE = Log_R_Ratio
#AlleleFreq Ref. = 
#AlleleFreq Sub. = 
#|dAlleleFreq sub-ref| = 
!sample_table_begin
ID_REF	VALUE	AlleleFreq Ref.	AlleleFreq Sub.	|dAlleleFreq sub-ref|
rs3934834-124_T_R_1135975865	0.1351838	1	0.9833003	
rs3737728-124_T_R_1135790679	-0.06168747	0.01438895	0.006771777	
rs6687776-124_T_R_1135347468	0.2138755	0.9966214	0.9976745	
rs9651273-124_T_F_1136827223	-0.0401533	0.533595	0.626238	0.09264296
rs4970405-124_T_F_1136522326	0.07115019	0	0	
rs12726255-124_B_R_1135572792	0.1600088	0	0.00774302	
rs2298217-124_T_R_1135807872	-0.05938494	0.9917231	0.979593	
rs4970357-124_T_F_1135327694	1.197743	0.03042176	0.01168036	
rs4970362-124_T_F_1135713090	0.2206488	0.5248251	0.4175724	0.1072527
rs9660710-124_B_R_1135732876	0.1201632	0.9963847	0.9946713	
rs4970420-124_B_R_1136441302	0.09360281	0.5359167	0.4904858	0.04543087
rs1320565-124_B_F_1137428853	0.2688658	0.9892316	0.9889434	
rs11260549-124_B_R_1135739417	0.2219537	0.9991016	1	
rs9729550-124_B_R_1135710069	0.1418062	0.4805661	0.4110991	0.06946695
rs11721-124_T_R_1136433517	-0.06872656	0.4820103	0.5796323	0.09762195
rs2887286-124_B_R_1135111632	-0.01831916	0.48814	0.4221817	0.06595838
rs3813199-124_T_R_1136807858	0.1225639	0.5120239	0.540081	0.0280571
rs3766186-124_T_R_1136764966	0.3724558	0.5159316	0.5238848	0.007953167
rs7515488-124_B_F_1136819717	0.08185066	0.4448898	0.4969039	0.05201414
rs715643-124_T_R_1137448467	0.09528137	0.9896666	0.999778	
!sample_table_end
