^SAMPLE = GSM271366
!Sample_title = MCFDCIS+RASF T8 Exp3 25 days
!Sample_geo_accession = GSM271366
!Sample_status = Public on Mar 07 2008
!Sample_submission_date = Mar 06 2008
!Sample_last_update_date = Mar 06 2008
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = MCFDCIS+RASF T8 Exp3 xenograft
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = none
!Sample_growth_protocol_ch1 = Cells were grown in the media recommended by the providers. MCFDCIS cells were injected subcutaneously into 6-9 week old female nude mice alone or together with 2-3 fold excess of HME, RASF, PBS, or PBTS cells in 50% Matrigel. Tumors were allowed to grow for 3-8 weeks.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = We use the guanidinium thiocyanate/cesium chloride centrifugation method to isolate RNA/DNA from large amounts of tissue/cells and the mMACS mRNA isolation kit for small amounts (less than 1 million cells). The DNA fraction was extracted with PC8, treated with proteinase K and isopropanol precipitated.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = standard Affymetrix protocol
!Sample_hyb_protocol = SNP array hybridizations were performed by the Dana-Farber Microarray Core using Affymetrix 11K XbaI or 250K StyI SNP arrays and protocols recommended by Affymetrix
!Sample_scan_protocol = Arrays were scanned using a confocal laser scanner, and Affymetrix genotyping software (Affymetrix GeneChip 5.0) was used to make allele calls for all loci.
!Sample_description = MCFDCIS+RASF T8 Exp3 25 days
!Sample_data_processing = Data were then analyzed using dChip or genepattern software.
!Sample_platform_id = GPL1266
!Sample_contact_name = Kornelia,,Polyak
!Sample_contact_email = kornelia_polyak@dfci.harvard.edu
!Sample_contact_phone = 617-632-2106
!Sample_contact_laboratory = Polyak
!Sample_contact_department = Medical Oncology
!Sample_contact_institute = Dana-Farber Cancer Institute
!Sample_contact_address = 450 Brookline Ave
!Sample_contact_city = Boston
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02215
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM271nnn/GSM271366/suppl/GSM271366.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM271nnn/GSM271366/suppl/GSM271366.TXT.gz
!Sample_series_id = GSE10747
!Sample_data_row_count = 11205
#ID_REF = 
#VALUE = copy number (dChip)
#LOH = L - loss, R - retention, N - no call (dChip)
#RAS 1 = relative allele signal 1 (GCOS)
#RAS 2 = relative allele signal 2 (GCOS)
#Call = genotype (GCOS)
#Call Zone = call zone score (GCOS)
!sample_table_begin
ID_REF	VALUE	LOH	RAS 1	RAS 2	Call	Call Zone
SNP_A-1507322	1.34744	R	0.9989	0.9745	AA	0.010675
SNP_A-1507323	1.85038	R	0.4575	0.5086	AB	0.310741
SNP_A-1507325	1.303	R	0.4096	0.3784	AB	0.146542
SNP_A-1507326	2.23869	R	0.7078	0.8256	AB	0.756583
SNP_A-1507327	1.06129	R	0.2486	0.6114	AB	0.319322
SNP_A-1507328	2.16033	R	0.8465	0.6183	AB	0.671731
SNP_A-1507329	1.68003	R	0.3752	0.4002	AB	0.397554
SNP_A-1507330	3.74999	R	0.6644	0.8452	NoCall	0.842511
SNP_A-1507331	2.30316	R	0.0754	0	BB	0.112127
SNP_A-1507332	1.24605	R	0.3621	0.3438	AB	0.379979
SNP_A-1507335	2.36889	R	0.3386	0.2631	BB	0.546347
SNP_A-1507336	2.92674	R	0.7739	1	AA	0.199374
SNP_A-1507337	1.44677	R	0.7054	0.7965	AA	0.414392
SNP_A-1507338	1.42513	R	0.9025	0.9226	AA	0.29832
SNP_A-1507339	1.03403	R	0.3215	0.4301	AB	0.315321
SNP_A-1507340	1.81996	R	0.193	0.195	NoCall	0.969541
SNP_A-1507341	1.38007	R	0.9854	0.9712	AA	0.068513
SNP_A-1507342	1.38228	R	0.9756	1	AA	0.040164
SNP_A-1507343	0.863004	R	0.4395	0	NoCall	1.358243
SNP_A-1507344	1.33317	R	0	0.0015	BB	0.006651
!sample_table_end
