^SAMPLE = GSM271364
!Sample_title = MCFDCIS+RASF T5 Exp3 25 days
!Sample_geo_accession = GSM271364
!Sample_status = Public on Mar 07 2008
!Sample_submission_date = Mar 06 2008
!Sample_last_update_date = Mar 06 2008
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = MCFDCIS+RASF T5 Exp3 xenograft
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = none
!Sample_growth_protocol_ch1 = Cells were grown in the media recommended by the providers. MCFDCIS cells were injected subcutaneously into 6-9 week old female nude mice alone or together with 2-3 fold excess of HME, RASF, PBS, or PBTS cells in 50% Matrigel. Tumors were allowed to grow for 3-8 weeks.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = We use the guanidinium thiocyanate/cesium chloride centrifugation method to isolate RNA/DNA from large amounts of tissue/cells and the mMACS mRNA isolation kit for small amounts (less than 1 million cells). The DNA fraction was extracted with PC8, treated with proteinase K and isopropanol precipitated.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = standard Affymetrix protocol
!Sample_hyb_protocol = SNP array hybridizations were performed by the Dana-Farber Microarray Core using Affymetrix 11K XbaI or 250K StyI SNP arrays and protocols recommended by Affymetrix
!Sample_scan_protocol = Arrays were scanned using a confocal laser scanner, and Affymetrix genotyping software (Affymetrix GeneChip 5.0) was used to make allele calls for all loci.
!Sample_description = MCFDCIS+RASF T5 Exp3 25 days
!Sample_data_processing = Data were then analyzed using dChip or genepattern software.
!Sample_platform_id = GPL1266
!Sample_contact_name = Kornelia,,Polyak
!Sample_contact_email = kornelia_polyak@dfci.harvard.edu
!Sample_contact_phone = 617-632-2106
!Sample_contact_laboratory = Polyak
!Sample_contact_department = Medical Oncology
!Sample_contact_institute = Dana-Farber Cancer Institute
!Sample_contact_address = 450 Brookline Ave
!Sample_contact_city = Boston
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02215
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM271nnn/GSM271364/suppl/GSM271364.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM271nnn/GSM271364/suppl/GSM271364.TXT.gz
!Sample_series_id = GSE10747
!Sample_data_row_count = 11205
#ID_REF = 
#VALUE = copy number (dChip)
#LOH = L - loss, R - retention, N - no call (dChip)
#RAS 1 = relative allele signal 1 (GCOS)
#RAS 2 = relative allele signal 2 (GCOS)
#Call = genotype (GCOS)
#Call Zone = call zone score (GCOS)
!sample_table_begin
ID_REF	VALUE	LOH	RAS 1	RAS 2	Call	Call Zone
SNP_A-1507322	1.86718	R	0.9903	1	AA	0.104792
SNP_A-1507323	1.63386	R	0.5123	0.5291	AB	0.099464
SNP_A-1507325	1.90967	R	0.5231	0.3397	AB	0.334079
SNP_A-1507326	3.15516	R	0.7107	0.834	AB	0.781006
SNP_A-1507327	1.33745	R	0.2983	0.5969	AB	0.138519
SNP_A-1507328	2.25409	R	0.6315	0.5081	AB	0.419744
SNP_A-1507329	2.1428	R	0.404	0.398	AB	0.325526
SNP_A-1507330	3.92885	R	0.6367	0.7716	AB	0.460451
SNP_A-1507331	2.81213	R	0.0048	0.0018	BB	0.347001
SNP_A-1507332	0.95635	R	0.3405	0.392	AB	0.193055
SNP_A-1507335	2.16675	R	0.3083	0.1645	BB	0.291962
SNP_A-1507336	2.40368	R	0.8146	0.9706	AA	0.185943
SNP_A-1507337	1.44645	R	0.7483	0.8353	AA	0.244647
SNP_A-1507338	1.77392	R	1	0.9352	AA	0.328891
SNP_A-1507339	1.5029	R	0.374	0.5354	AB	0.070102
SNP_A-1507340	2.13347	R	0.2845	0.2236	AB	0.648018
SNP_A-1507341	2.12371	R	1	0.9553	AA	0.043006
SNP_A-1507342	1.64872	R	0.9774	1	AA	0.031336
SNP_A-1507343	1.294	R	0.4499	0.1049	NoCall	1.024863
SNP_A-1507344	1.53424	R	0.0048	0	BB	0.007915
!sample_table_end
