^SAMPLE = GSM271354
!Sample_title = MCFDCIS 7wk T2
!Sample_geo_accession = GSM271354
!Sample_status = Public on Mar 07 2008
!Sample_submission_date = Mar 06 2008
!Sample_last_update_date = Mar 06 2008
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = MCFDCIS 7wk T2 xenograft
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = none
!Sample_growth_protocol_ch1 = Cells were grown in the media recommended by the providers. MCFDCIS cells were injected subcutaneously into 6-9 week old female nude mice alone or together with 2-3 fold excess of HME, RASF, PBS, or PBTS cells in 50% Matrigel. Tumors were allowed to grow for 3-8 weeks.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = We use the guanidinium thiocyanate/cesium chloride centrifugation method to isolate RNA/DNA from large amounts of tissue/cells and the mMACS mRNA isolation kit for small amounts (less than 1 million cells). The DNA fraction was extracted with PC8, treated with proteinase K and isopropanol precipitated.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = standard Affymetrix protocol
!Sample_hyb_protocol = SNP array hybridizations were performed by the Dana-Farber Microarray Core using Affymetrix 11K XbaI or 250K StyI SNP arrays and protocols recommended by Affymetrix
!Sample_scan_protocol = Arrays were scanned using a confocal laser scanner, and Affymetrix genotyping software (Affymetrix GeneChip 5.0) was used to make allele calls for all loci.
!Sample_description = Affymetrix 11K XbaI SNP array
!Sample_data_processing = Data were then analyzed using dChip or genepattern software.
!Sample_platform_id = GPL1266
!Sample_contact_name = Kornelia,,Polyak
!Sample_contact_email = kornelia_polyak@dfci.harvard.edu
!Sample_contact_phone = 617-632-2106
!Sample_contact_laboratory = Polyak
!Sample_contact_department = Medical Oncology
!Sample_contact_institute = Dana-Farber Cancer Institute
!Sample_contact_address = 450 Brookline Ave
!Sample_contact_city = Boston
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02215
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM271nnn/GSM271354/suppl/GSM271354.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM271nnn/GSM271354/suppl/GSM271354.TXT.gz
!Sample_series_id = GSE10747
!Sample_data_row_count = 11205
#ID_REF = 
#VALUE = copy number (dChip)
#LOH = L - loss, R - retention, N - no call (dChip)
#RAS 1 = relative allele signal 1 (GCOS)
#RAS 2 = relative allele signal 2 (GCOS)
#Call = genotype (GCOS)
#Call Zone = call zone score (GCOS)
!sample_table_begin
ID_REF	VALUE	LOH	RAS 1	RAS 2	Call	Call Zone
SNP_A-1507322	1.34014	R	1	1	AA	0.099123
SNP_A-1507323	1.8051	R	0.4987	0.5265	AB	0.149944
SNP_A-1507325	1.52824	R	0.4085	0.0739	NoCall	0.983043
SNP_A-1507326	1.40079	R	0.659	0.7797	AB	0.522038
SNP_A-1507327	0.931916	R	0.2423	0.6821	AB	0.454419
SNP_A-1507328	1.56714	R	0.958	0.5735	NoCall	1.129135
SNP_A-1507329	1.81796	R	0.3533	0.4375	AB	0.408748
SNP_A-1507330	4.03117	R	0.6815	0.818	AB	0.766928
SNP_A-1507331	2.45743	R	0.119	0.0551	BB	0.394407
SNP_A-1507332	1.51062	R	0.3597	0.3879	AB	0.227876
SNP_A-1507335	2.63916	R	0.3767	0.2141	BB	0.542111
SNP_A-1507336	3.10436	R	0.798	0.8149	AA	0.679729
SNP_A-1507337	1.82392	R	0.7412	0.8776	AA	0.288754
SNP_A-1507338	1.76749	R	0.9183	1	AA	0.086653
SNP_A-1507339	0.871501	R	0.3563	0.4701	AB	0.149782
SNP_A-1507340	2.3672	R	0.192	0.2411	NoCall	0.852695
SNP_A-1507341	1.87852	R	1	0.9733	AA	0.035172
SNP_A-1507342	0.909975	R	0.9942	1	AA	0.049886
SNP_A-1507343	1.03489	R	0.4811	0.2559	AB	0.54775
SNP_A-1507344	1.37801	R	0.0287	0	BB	0.074292
!sample_table_end
