^SAMPLE = GSM271376
!Sample_title = MCFDCIS+PBTS T1 Exp2 35 days
!Sample_geo_accession = GSM271376
!Sample_status = Public on Mar 07 2008
!Sample_submission_date = Mar 06 2008
!Sample_last_update_date = Mar 06 2008
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = MCFDCIS+PBTS T1 xenograft
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = none
!Sample_growth_protocol_ch1 = Cells were grown in the media recommended by the providers. MCFDCIS cells were injected subcutaneously into 6-9 week old female nude mice alone or together with 2-3 fold excess of HME, RASF, PBS, or PBTS cells in 50% Matrigel. Tumors were allowed to grow for 3-8 weeks.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = We use the guanidinium thiocyanate/cesium chloride centrifugation method to isolate RNA/DNA from large amounts of tissue/cells and the mMACS mRNA isolation kit for small amounts (less than 1 million cells). The DNA fraction was extracted with PC8, treated with proteinase K and isopropanol precipitated.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = standard Affymetrix protocol
!Sample_hyb_protocol = SNP array hybridizations were performed by the Dana-Farber Microarray Core using Affymetrix 11K XbaI or 250K StyI SNP arrays and protocols recommended by Affymetrix
!Sample_scan_protocol = Arrays were scanned using a confocal laser scanner, and Affymetrix genotyping software (Affymetrix GeneChip 5.0) was used to make allele calls for all loci.
!Sample_description = MCFDCIS+PBTS T1 Exp2 35 days
!Sample_data_processing = Data were then analyzed using dChip or genepattern software.
!Sample_platform_id = GPL1266
!Sample_contact_name = Kornelia,,Polyak
!Sample_contact_email = kornelia_polyak@dfci.harvard.edu
!Sample_contact_phone = 617-632-2106
!Sample_contact_laboratory = Polyak
!Sample_contact_department = Medical Oncology
!Sample_contact_institute = Dana-Farber Cancer Institute
!Sample_contact_address = 450 Brookline Ave
!Sample_contact_city = Boston
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02215
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM271nnn/GSM271376/suppl/GSM271376.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM271nnn/GSM271376/suppl/GSM271376.TXT.gz
!Sample_series_id = GSE10747
!Sample_data_row_count = 11205
#ID_REF = 
#VALUE = copy number (dChip)
#LOH = L - loss, R - retention, N - no call (dChip)
#RAS 1 = relative allele signal 1 (GCOS)
#RAS 2 = relative allele signal 2 (GCOS)
#Call = genotype (GCOS)
#Call Zone = call zone score (GCOS)
!sample_table_begin
ID_REF	VALUE	LOH	RAS 1	RAS 2	Call	Call Zone
SNP_A-1507322	1.58042	R	0.9792	0.9281	AA	0.16878
SNP_A-1507323	1.60017	R	0.645	0.5633	AB	0.405618
SNP_A-1507325	2.82243	R	0.4618	0.3452	AB	0.111573
SNP_A-1507326	2.17961	R	0.7734	0.8771	NoCall	0.942355
SNP_A-1507327	1.84682	R	0.1988	0.527	AB	0.549248
SNP_A-1507328	1.43383	R	0.5554	0.4501	NoCall	0.804823
SNP_A-1507329	2.37919	R	0.4658	0.4813	AB	0.069736
SNP_A-1507330	4.33908	R	0.6348	0.698	AB	0.206856
SNP_A-1507331	2.54214	R	0	0.0076	BB	0.368509
SNP_A-1507332	2.11385	R	0.4216	0.5465	AB	0.486623
SNP_A-1507335	2.48681	R	0.1774	0.2031	BB	0.263721
SNP_A-1507336	2.51304	R	0.7323	0.9015	AA	0.338966
SNP_A-1507337	1.91041	R	0.8875	0.8581	AA	0.219314
SNP_A-1507338	1.17745	R	0.8984	1	AA	0.160031
SNP_A-1507339	1.9935	R	0.3671	0.5421	AB	0.092585
SNP_A-1507340	2.8403	R	0.2767	0.2372	AB	0.618227
SNP_A-1507341	2.61776	R	0.9968	0.9809	AA	0.06986
SNP_A-1507342	1.03227	R	1	1	AA	0.077995
SNP_A-1507343	1.85802	R	0.4924	0.4831	AB	0.190924
SNP_A-1507344	2.35751	R	0.0328	0	BB	0.085887
!sample_table_end
