^SAMPLE = GSM631722
!Sample_title = chordoma cell line p5
!Sample_geo_accession = GSM631722
!Sample_status = Public on Jul 12 2012
!Sample_submission_date = Nov 30 2010
!Sample_last_update_date = Jul 12 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = chordoma cell line p5
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: chordoma cell line p5
!Sample_characteristics_ch1 = cell line: p5
!Sample_growth_protocol_ch1 = Iscove/RPMI 1:4 containing 10% FBS (fetal bovine), 1% ITS (Insulin, Transferin, Selenium), 2 mM glutamine and 1% Pen/Strep (Penicillin/Streptomycin). Incubation was carried out at 37Â°C in a humidified atmosphere of 5 % CO2.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from cells or cryo tissue using the Qiagen DNA Blood Mini Kit. DNA quality and quantity was assessed using a Spectrophotometer (Microcuvette)
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The Arrays were then washed using Affymetrix fluidics stations, and scanned using the Gene Chip Scanner 3000.
!Sample_description = MUG-ChorI_p5
!Sample_description = Chrodom_III+5.birdseed-v2.chp
!Sample_description = Hybridized to SNP 6.0
!Sample_data_processing = CEL files (generated by Affymetrix GeneChip Command Console Software version 1.1) were processed by Genotyping Console using the birdseed v2 algorithm.
!Sample_data_processing = Genotype Call (SNP call): AA, AB, BB, NC, and NoCall; 'Signal' = Summarized signal
!Sample_platform_id = GPL6801
!Sample_contact_name = Carina,,Fischer
!Sample_contact_email = carina.fischer@medunigraz.at
!Sample_contact_institute = ZMF
!Sample_contact_address = Stiftingtalstr. 24
!Sample_contact_city = Graz
!Sample_contact_zip/postal_code = 8010
!Sample_contact_country = Austria
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM631nnn/GSM631722/suppl/GSM631722.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM631nnn/GSM631722/suppl/GSM631722.CNCHP.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM631nnn/GSM631722/suppl/GSM631722.chp.gz
!Sample_series_id = GSE25720
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#CHROMOSOME = 
#POSITION = 
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	CHROMOSOME	POSITION	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	1	51586	0.160487	2.024831	nan	nan
CN_473964	2.000000	1	51659	0.066793	2.024819	nan	nan
CN_473965	2.000000	1	51674	0.003732	2.024816	nan	nan
CN_473981	2.000000	1	52771	-0.191392	2.024632	nan	nan
CN_473982	2.000000	1	52788	0.108765	2.024630	nan	nan
CN_497981	2.000000	1	62627	0.119981	2.023135	nan	nan
CN_502615	2.000000	1	75787	-0.504330	2.021621	nan	nan
CN_502613	2.000000	1	75849	0.132764	2.021616	nan	nan
CN_502614	2.000000	1	76175	-0.310356	2.021586	nan	nan
CN_502616	2.000000	1	76192	0.294251	2.021585	nan	nan
CN_502843	2.000000	1	88453	0.237768	2.020760	nan	nan
CN_466171	2.000000	1	218557	-0.049368	1.579853	nan	nan
CN_468414	2.000000	1	218926	-0.832318	1.580116	nan	nan
CN_468412	2.000000	1	219009	-0.359585	1.580175	nan	nan
CN_468413	2.000000	1	219024	-0.400408	1.580186	nan	nan
CN_470565	2.000000	1	219470	-0.278582	1.580504	nan	nan
CN_468424	2.000000	1	225521	0.416392	1.584846	nan	nan
CN_468425	2.000000	1	225579	0.189715	1.584888	nan	nan
CN_460512	2.000000	1	346294	1.145054	6.785115	nan	nan
CN_460513	2.000000	1	346393	0.814070	6.785112	nan	nan
!sample_table_end
