^SAMPLE = GSM1621447
!Sample_title = sample_01-ESA-021 [copy number]
!Sample_geo_accession = GSM1621447
!Sample_status = Public on Oct 06 2015
!Sample_submission_date = Feb 27 2015
!Sample_last_update_date = Oct 06 2015
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Breast cancer, CHER-LOB Arm A, pre-treated
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = disease state: HER2-positive breast cancer
!Sample_characteristics_ch1 = tissue: breast cancer
!Sample_characteristics_ch1 = cher-lob arm: A
!Sample_characteristics_ch1 = arm description: chemotherapy+trastuzumab
!Sample_characteristics_ch1 = pcr (1=yes): 1
!Sample_treatment_protocol_ch1 = CHER-LOB is a phase II, randomized, multicenter, trial in which 121 patients with primary HER2-positive breast cancer were randomized to receive preoperative chemotherapy with weekly paclitaxel times 12 followed by 4 courses of 3-weekly FEC (fluorouracil, epirubicin and cyclophosphamide) plus either trastuzumab (Arm A), lapatinib (Arm B) or the combination of trastuzumab and lapatinib (Arm C). The trial design, eligibility criteria, statistical analysis, and clinical results including response, surgery outcomes and treatment safety are described in details elsewhere.
!Sample_growth_protocol_ch1 = NA
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen DNeasy Blood & Tissue Kit (manufacturer's protocol).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = Affymetrix (manufacturer's protocol).
!Sample_hyb_protocol = AffymetrixÂ® Genome-Wide Human SNP Nsp/Sty 6.0 (manufacturer's protocol).
!Sample_scan_protocol = Affymetrix GeneChip Scanner 3000 7G (manufacturer's protocol).
!Sample_data_processing = AffymetrixÂ® Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Enrico,,Tagliafico
!Sample_contact_email = enrico.tagliafico@unimore.it
!Sample_contact_department = Center for Genome Research
!Sample_contact_institute = University of Modena and Reggio Emilia
!Sample_contact_address = Via Campi 287
!Sample_contact_city = Modena
!Sample_contact_state = MO
!Sample_contact_zip/postal_code = 41126
!Sample_contact_country = Italy
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1621nnn/GSM1621447/suppl/GSM1621447_01-ESA-021.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1621nnn/GSM1621447/suppl/GSM1621447_01-ESA-021.CN5.CNCHP.gz
!Sample_series_id = GSE66398
!Sample_series_id = GSE66399
!Sample_data_row_count = 1813281
#ID_REF = 
#VALUE = CN STATE
#CHROMOSOME = 
#POSITION = 
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	CHROMOSOME	POSITION	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	3.000000	1	61723	0.805479	3.905518	nan	nan
CN_473964	3.000000	1	61796	0.383492	3.905640	nan	nan
CN_473965	3.000000	1	61811	0.428899	3.905665	nan	nan
CN_473981	3.000000	1	62908	0.716321	3.907503	nan	nan
CN_473982	3.000000	1	62925	0.290175	3.907531	nan	nan
CN_497981	3.000000	1	72764	-0.151606	3.924200	nan	nan
CN_502615	3.000000	1	85924	1.392910	3.946851	nan	nan
CN_502613	3.000000	1	85986	0.412557	3.946958	nan	nan
CN_502614	3.000000	1	86312	0.450521	3.947522	nan	nan
CN_502616	3.000000	1	86329	0.836983	3.947551	nan	nan
CN_502843	3.000000	1	98590	0.391631	3.968740	nan	nan
CN_466171	3.000000	1	228694	1.037908	2.877868	nan	nan
CN_468414	3.000000	1	229063	0.285165	2.877723	nan	nan
CN_468412	3.000000	1	229146	-0.176248	2.877690	nan	nan
CN_468413	3.000000	1	229161	0.587757	2.877684	nan	nan
CN_470565	3.000000	1	229607	-0.057586	2.877507	nan	nan
CN_468424	3.000000	1	235658	0.236889	2.875112	nan	nan
CN_468425	3.000000	1	235716	0.126540	2.875089	nan	nan
CN_460512	3.000000	1	356431	-0.250655	3.094486	nan	nan
CN_460513	3.000000	1	356530	0.950655	3.094490	nan	nan
!sample_table_end
