^SAMPLE = GSM1621505
!Sample_title = sample_08-ZMT-006 [copy number]
!Sample_geo_accession = GSM1621505
!Sample_status = Public on Oct 06 2015
!Sample_submission_date = Feb 27 2015
!Sample_last_update_date = Oct 06 2015
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Breast cancer, CHER-LOB Arm B, pre-treated
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = disease state: HER2-positive breast cancer
!Sample_characteristics_ch1 = tissue: breast cancer
!Sample_characteristics_ch1 = cher-lob arm: B
!Sample_characteristics_ch1 = arm description: chemotherapy+lapatinib
!Sample_characteristics_ch1 = pcr (1=yes): 0
!Sample_treatment_protocol_ch1 = CHER-LOB is a phase II, randomized, multicenter, trial in which 121 patients with primary HER2-positive breast cancer were randomized to receive preoperative chemotherapy with weekly paclitaxel times 12 followed by 4 courses of 3-weekly FEC (fluorouracil, epirubicin and cyclophosphamide) plus either trastuzumab (Arm A), lapatinib (Arm B) or the combination of trastuzumab and lapatinib (Arm C). The trial design, eligibility criteria, statistical analysis, and clinical results including response, surgery outcomes and treatment safety are described in details elsewhere.
!Sample_growth_protocol_ch1 = NA
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen DNeasy Blood & Tissue Kit (manufacturer's protocol).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = Affymetrix (manufacturer's protocol).
!Sample_hyb_protocol = AffymetrixÂ® Genome-Wide Human SNP Nsp/Sty 6.0 (manufacturer's protocol).
!Sample_scan_protocol = Affymetrix GeneChip Scanner 3000 7G (manufacturer's protocol).
!Sample_data_processing = AffymetrixÂ® Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Enrico,,Tagliafico
!Sample_contact_email = enrico.tagliafico@unimore.it
!Sample_contact_department = Center for Genome Research
!Sample_contact_institute = University of Modena and Reggio Emilia
!Sample_contact_address = Via Campi 287
!Sample_contact_city = Modena
!Sample_contact_state = MO
!Sample_contact_zip/postal_code = 41126
!Sample_contact_country = Italy
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1621nnn/GSM1621505/suppl/GSM1621505_08-ZMT-006.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1621nnn/GSM1621505/suppl/GSM1621505_08-ZMT-006.CN5.CNCHP.gz
!Sample_series_id = GSE66398
!Sample_series_id = GSE66399
!Sample_data_row_count = 1813281
#ID_REF = 
#VALUE = CN STATE
#CHROMOSOME = 
#POSITION = 
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	CHROMOSOME	POSITION	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	1.000000	1	61723	-0.057048	1.042160	nan	nan
CN_473964	1.000000	1	61796	-0.410012	1.042124	nan	nan
CN_473965	1.000000	1	61811	-0.494895	1.042117	nan	nan
CN_473981	1.000000	1	62908	-1.328927	1.041582	nan	nan
CN_473982	1.000000	1	62925	0.146968	1.041574	nan	nan
CN_497981	1.000000	1	72764	0.155752	1.037158	nan	nan
CN_502615	1.000000	1	85924	0.052827	1.032428	nan	nan
CN_502613	1.000000	1	85986	-0.242700	1.032409	nan	nan
CN_502614	0.000000	1	86312	-1.314240	1.032311	nan	nan
CN_502616	0.000000	1	86329	-2.901411	1.032306	nan	nan
CN_502843	4.000000	1	98590	0.679707	1.029334	nan	nan
CN_466171	4.000000	1	228694	0.611702	3.972482	nan	nan
CN_468414	4.000000	1	229063	0.502735	3.972582	nan	nan
CN_468412	4.000000	1	229146	0.578811	3.972604	nan	nan
CN_468413	4.000000	1	229161	0.714714	3.972608	nan	nan
CN_470565	4.000000	1	229607	0.168396	3.972729	nan	nan
CN_468424	4.000000	1	235658	0.595874	3.974371	nan	nan
CN_468425	4.000000	1	235716	0.681430	3.974387	nan	nan
CN_460512	4.000000	1	356431	1.129368	11.159832	nan	nan
CN_460513	4.000000	1	356530	1.627771	11.159841	nan	nan
!sample_table_end
