^SAMPLE = GSM750331
!Sample_title = Ovarian cancer tissue from Japan JPKO-111
!Sample_geo_accession = GSM750331
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 28 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: serous
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap JPT using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750331/suppl/GSM750331.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750331/suppl/GSM750331.CNCHP.gz
!Sample_series_id = GSE30283
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	3.000000	0.090037	2.257511	nan	nan
CN_473964	3.000000	-0.038583	2.257603	nan	nan
CN_473965	3.000000	0.029748	2.257622	nan	nan
CN_473981	3.000000	-0.078653	2.259008	nan	nan
CN_473982	3.000000	0.171849	2.259029	nan	nan
CN_497981	3.000000	0.019429	2.271772	nan	nan
CN_502615	3.000000	-0.273526	2.289673	nan	nan
CN_502613	3.000000	0.177979	2.289759	nan	nan
CN_502614	3.000000	0.437725	2.290215	nan	nan
CN_502616	3.000000	0.221875	2.290239	nan	nan
CN_502843	3.000000	0.402189	2.307782	nan	nan
CN_466171	3.000000	0.588664	2.905430	nan	nan
CN_468414	3.000000	0.379441	2.905532	nan	nan
CN_468412	3.000000	-0.296940	2.905555	nan	nan
CN_468413	3.000000	0.142979	2.905560	nan	nan
CN_470565	3.000000	0.469422	2.905684	nan	nan
CN_468424	3.000000	0.335874	2.907377	nan	nan
CN_468425	3.000000	0.478812	2.907393	nan	nan
CN_460512	3.000000	0.309926	3.556306	nan	nan
CN_460513	3.000000	0.613158	3.556308	nan	nan
!sample_table_end
