^SAMPLE = GSM750340
!Sample_title = Ovarian cancer tissue from Japan JPKO-19
!Sample_geo_accession = GSM750340
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 28 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: serous-borderline
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap JPT using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750340/suppl/GSM750340.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750340/suppl/GSM750340.CNCHP.gz
!Sample_series_id = GSE30283
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	3.000000	0.047518	2.991298	nan	nan
CN_473964	3.000000	0.195961	2.991454	nan	nan
CN_473965	3.000000	0.231482	2.991486	nan	nan
CN_473981	3.000000	0.289510	2.993835	nan	nan
CN_473982	3.000000	0.187304	2.993872	nan	nan
CN_497981	3.000000	0.601768	3.015158	nan	nan
CN_502615	3.000000	0.324558	3.044157	nan	nan
CN_502613	3.000000	0.242744	3.044295	nan	nan
CN_502614	3.000000	0.855896	3.045020	nan	nan
CN_502616	3.000000	0.092104	3.045058	nan	nan
CN_502843	3.000000	0.574229	3.072506	nan	nan
CN_466171	3.000000	0.713108	3.187094	nan	nan
CN_468414	3.000000	-0.124104	3.187560	nan	nan
CN_468412	3.000000	-0.197249	3.187665	nan	nan
CN_468413	3.000000	0.443175	3.187684	nan	nan
CN_470565	3.000000	0.152741	3.188248	nan	nan
CN_468424	3.000000	0.812333	3.195941	nan	nan
CN_468425	3.000000	0.824098	3.196016	nan	nan
CN_460512	3.000000	0.172657	2.471501	nan	nan
CN_460513	3.000000	0.166824	2.471501	nan	nan
!sample_table_end
