^SAMPLE = GSM750429
!Sample_title = Ovarian cancer tissue from Japan JPKO-33
!Sample_geo_accession = GSM750429
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 28 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: mucinous-borderline
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap JPT using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750429/suppl/GSM750429.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750429/suppl/GSM750429.CNCHP.gz
!Sample_series_id = GSE30283
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	0.069194	1.983770	nan	nan
CN_473964	2.000000	0.246125	1.983641	nan	nan
CN_473965	2.000000	0.262178	1.983615	nan	nan
CN_473981	2.000000	-0.119221	1.981685	nan	nan
CN_473982	2.000000	0.297236	1.981655	nan	nan
CN_497981	2.000000	0.178752	1.964645	nan	nan
CN_502615	2.000000	-0.416692	1.942878	nan	nan
CN_502613	2.000000	-0.401104	1.942778	nan	nan
CN_502614	2.000000	-0.184686	1.942255	nan	nan
CN_502616	2.000000	-0.388763	1.942228	nan	nan
CN_502843	2.000000	0.312522	1.923230	nan	nan
CN_466171	2.000000	0.495907	2.562827	nan	nan
CN_468414	2.000000	-0.560467	2.562984	nan	nan
CN_468412	2.000000	0.232309	2.563019	nan	nan
CN_468413	2.000000	-0.399542	2.563025	nan	nan
CN_470565	2.000000	0.910405	2.563215	nan	nan
CN_468424	2.000000	0.268395	2.565794	nan	nan
CN_468425	2.000000	0.448042	2.565819	nan	nan
CN_460512	2.000000	-0.068014	2.492892	nan	nan
CN_460513	2.000000	0.421316	2.492893	nan	nan
!sample_table_end
