^SAMPLE = GSM750431
!Sample_title = Ovarian cancer tissue from Japan JPKO-44
!Sample_geo_accession = GSM750431
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 28 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: mucinous-borderline
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap JPT using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750431/suppl/GSM750431.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750431/suppl/GSM750431.CNCHP.gz
!Sample_series_id = GSE30283
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	3.000000	0.505699	2.818206	nan	nan
CN_473964	3.000000	0.487912	2.817964	nan	nan
CN_473965	3.000000	0.553716	2.817914	nan	nan
CN_473981	3.000000	0.425642	2.814278	nan	nan
CN_473982	3.000000	0.410231	2.814221	nan	nan
CN_497981	3.000000	0.222900	2.781806	nan	nan
CN_502615	3.000000	0.122738	2.739211	nan	nan
CN_502613	3.000000	-0.059056	2.739012	nan	nan
CN_502614	3.000000	-0.001150	2.737971	nan	nan
CN_502616	3.000000	0.023295	2.737917	nan	nan
CN_502843	3.000000	0.200036	2.699349	nan	nan
CN_466171	3.000000	0.718831	3.087460	nan	nan
CN_468414	3.000000	-0.076712	3.087743	nan	nan
CN_468412	3.000000	0.204488	3.087806	nan	nan
CN_468413	3.000000	-0.110930	3.087818	nan	nan
CN_470565	3.000000	0.461665	3.088160	nan	nan
CN_468424	3.000000	0.557105	3.092822	nan	nan
CN_468425	3.000000	0.688125	3.092867	nan	nan
CN_460512	3.000000	0.864042	5.301377	nan	nan
CN_460513	3.000000	0.699332	5.301376	nan	nan
!sample_table_end
