^SAMPLE = GSM750415
!Sample_title = Ovarian cancer tissue from Japan JPKO-79
!Sample_geo_accession = GSM750415
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 28 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: clear cell
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap JPT using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750415/suppl/GSM750415.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750415/suppl/GSM750415.CNCHP.gz
!Sample_series_id = GSE30283
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	1.000000	-0.996850	0.739668	nan	nan
CN_473964	1.000000	-0.650316	0.739638	nan	nan
CN_473965	1.000000	-0.576044	0.739632	nan	nan
CN_473981	1.000000	-1.434643	0.739191	nan	nan
CN_473982	1.000000	0.090749	0.739184	nan	nan
CN_497981	1.000000	0.152513	0.735470	nan	nan
CN_502615	1.000000	-1.326298	0.731259	nan	nan
CN_502613	1.000000	-1.012455	0.731241	nan	nan
CN_502614	1.000000	-0.444633	0.731149	nan	nan
CN_502616	0.000000	-2.945188	0.731144	nan	nan
CN_502843	3.000000	0.387193	0.728164	nan	nan
CN_466171	3.000000	0.770275	2.880010	nan	nan
CN_468414	3.000000	-0.127541	2.880399	nan	nan
CN_468412	3.000000	-0.629112	2.880487	nan	nan
CN_468413	3.000000	0.177286	2.880503	nan	nan
CN_470565	3.000000	0.474188	2.880974	nan	nan
CN_468424	3.000000	0.503920	2.887395	nan	nan
CN_468425	3.000000	0.885640	2.887457	nan	nan
CN_460512	3.000000	0.283662	3.565351	nan	nan
CN_460513	3.000000	0.643495	3.565352	nan	nan
!sample_table_end
