^SAMPLE = GSM750426
!Sample_title = Ovarian cancer tissue from Japan JPKO-80
!Sample_geo_accession = GSM750426
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 28 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: endometroid
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap JPT using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750426/suppl/GSM750426.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750426/suppl/GSM750426.CNCHP.gz
!Sample_series_id = GSE30283
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	0.361820	2.338334	nan	nan
CN_473964	2.000000	0.286049	2.338187	nan	nan
CN_473965	2.000000	0.265115	2.338157	nan	nan
CN_473981	2.000000	0.625175	2.335964	nan	nan
CN_473982	2.000000	-0.102451	2.335930	nan	nan
CN_497981	2.000000	0.053917	2.316478	nan	nan
CN_502615	2.000000	0.065390	2.291216	nan	nan
CN_502613	2.000000	-0.335861	2.291099	nan	nan
CN_502614	2.000000	0.153242	2.290486	nan	nan
CN_502616	2.000000	-0.288079	2.290454	nan	nan
CN_502843	2.000000	0.211270	2.267933	nan	nan
CN_466171	2.000000	0.470533	2.520350	nan	nan
CN_468414	2.000000	0.088390	2.520603	nan	nan
CN_468412	2.000000	-0.552456	2.520660	nan	nan
CN_468413	2.000000	-0.026813	2.520671	nan	nan
CN_470565	2.000000	0.358414	2.520977	nan	nan
CN_468424	4.000000	0.364386	2.525160	nan	nan
CN_468425	4.000000	0.601386	2.525200	nan	nan
CN_460512	4.000000	1.084557	8.817178	nan	nan
CN_460513	4.000000	1.294705	8.817180	nan	nan
!sample_table_end
