^SAMPLE = GSM750428
!Sample_title = Ovarian cancer tissue from Japan JPKO-62
!Sample_geo_accession = GSM750428
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 28 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: mucinous
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap JPT using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750428/suppl/GSM750428.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750428/suppl/GSM750428.CNCHP.gz
!Sample_series_id = GSE30283
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	0.263086	2.354833	nan	nan
CN_473964	2.000000	0.176654	2.354709	nan	nan
CN_473965	2.000000	0.201078	2.354683	nan	nan
CN_473981	2.000000	0.441587	2.352813	nan	nan
CN_473982	2.000000	0.167571	2.352784	nan	nan
CN_497981	2.000000	0.230441	2.336096	nan	nan
CN_502615	2.000000	-0.333875	2.314139	nan	nan
CN_502613	2.000000	-0.253400	2.314036	nan	nan
CN_502614	2.000000	0.129343	2.313499	nan	nan
CN_502616	2.000000	0.174642	2.313472	nan	nan
CN_502843	2.000000	0.164744	2.293591	nan	nan
CN_466171	2.000000	0.699503	2.851182	nan	nan
CN_468414	2.000000	-0.036125	2.851474	nan	nan
CN_468412	2.000000	-0.036382	2.851540	nan	nan
CN_468413	2.000000	-0.206413	2.851552	nan	nan
CN_470565	2.000000	0.391037	2.851904	nan	nan
CN_468424	2.000000	0.445969	2.856716	nan	nan
CN_468425	2.000000	0.738753	2.856762	nan	nan
CN_460512	2.000000	-0.474692	1.881114	nan	nan
CN_460513	2.000000	0.376410	1.881116	nan	nan
!sample_table_end
