^SAMPLE = GSM750317
!Sample_title = Ovarian cancer tissue from Japan JPKO-65
!Sample_geo_accession = GSM750317
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 28 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: serous
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap JPT using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750317/suppl/GSM750317.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750317/suppl/GSM750317.CNCHP.gz
!Sample_series_id = GSE30283
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	3.000000	0.519584	2.849387	nan	nan
CN_473964	3.000000	0.351412	2.849254	nan	nan
CN_473965	3.000000	0.432202	2.849227	nan	nan
CN_473981	3.000000	0.645732	2.847224	nan	nan
CN_473982	3.000000	0.179763	2.847193	nan	nan
CN_497981	3.000000	0.016692	2.829454	nan	nan
CN_502615	3.000000	-0.127164	2.806466	nan	nan
CN_502613	3.000000	-0.030221	2.806360	nan	nan
CN_502614	3.000000	0.289056	2.805803	nan	nan
CN_502616	3.000000	0.488255	2.805774	nan	nan
CN_502843	3.000000	0.297255	2.785316	nan	nan
CN_466171	3.000000	0.323842	2.240098	nan	nan
CN_468414	3.000000	-0.123537	2.240390	nan	nan
CN_468412	3.000000	-0.249002	2.240456	nan	nan
CN_468413	3.000000	-0.272352	2.240468	nan	nan
CN_470565	3.000000	-0.000711	2.240822	nan	nan
CN_468424	3.000000	0.316291	2.245648	nan	nan
CN_468425	3.000000	0.649451	2.245695	nan	nan
CN_460512	3.000000	0.253171	3.257616	nan	nan
CN_460513	3.000000	0.529220	3.257617	nan	nan
!sample_table_end
