^SAMPLE = GSM750420
!Sample_title = Ovarian cancer tissue from Japan JPKO-90
!Sample_geo_accession = GSM750420
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 28 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: clear cell
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap JPT using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750420/suppl/GSM750420.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750420/suppl/GSM750420.CNCHP.gz
!Sample_series_id = GSE30283
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	0.137064	1.889785	nan	nan
CN_473964	2.000000	-0.135833	1.889724	nan	nan
CN_473965	2.000000	0.138551	1.889712	nan	nan
CN_473981	2.000000	0.057012	1.888794	nan	nan
CN_473982	2.000000	0.035481	1.888780	nan	nan
CN_497981	2.000000	-0.001189	1.880744	nan	nan
CN_502615	2.000000	-0.225629	1.870636	nan	nan
CN_502613	2.000000	-0.428833	1.870590	nan	nan
CN_502614	2.000000	-0.182509	1.870350	nan	nan
CN_502616	2.000000	-0.124304	1.870338	nan	nan
CN_502843	2.000000	0.203463	1.861735	nan	nan
CN_466171	2.000000	0.193074	2.529822	nan	nan
CN_468414	2.000000	-0.254453	2.529902	nan	nan
CN_468412	2.000000	0.215913	2.529920	nan	nan
CN_468413	2.000000	0.126832	2.529923	nan	nan
CN_470565	2.000000	0.504547	2.530020	nan	nan
CN_468424	2.000000	0.292307	2.531338	nan	nan
CN_468425	2.000000	0.242451	2.531351	nan	nan
CN_460512	2.000000	-0.645321	1.610999	nan	nan
CN_460513	2.000000	0.298441	1.611001	nan	nan
!sample_table_end
