^SAMPLE = GSM750432
!Sample_title = Ovarian cancer tissue from Japan JPKO-64
!Sample_geo_accession = GSM750432
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 28 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: mucinous-borderline
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap JPT using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750432/suppl/GSM750432.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750432/suppl/GSM750432.CNCHP.gz
!Sample_series_id = GSE30283
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	-0.552257	1.772373	nan	nan
CN_473964	2.000000	-0.020586	1.772370	nan	nan
CN_473965	2.000000	0.085872	1.772369	nan	nan
CN_473981	2.000000	-0.279961	1.772324	nan	nan
CN_473982	2.000000	0.264320	1.772323	nan	nan
CN_497981	2.000000	0.484510	1.772213	nan	nan
CN_502615	2.000000	-0.438327	1.772982	nan	nan
CN_502613	2.000000	-0.277873	1.772989	nan	nan
CN_502614	2.000000	-0.270467	1.773023	nan	nan
CN_502616	2.000000	-0.600269	1.773024	nan	nan
CN_502843	2.000000	0.579214	1.774875	nan	nan
CN_466171	2.000000	0.839499	2.436959	nan	nan
CN_468414	2.000000	-0.466666	2.437303	nan	nan
CN_468412	2.000000	-0.316745	2.437380	nan	nan
CN_468413	2.000000	0.147856	2.437394	nan	nan
CN_470565	2.000000	-0.299922	2.437810	nan	nan
CN_468424	2.000000	0.463262	2.443487	nan	nan
CN_468425	2.000000	0.750534	2.443542	nan	nan
CN_460512	2.000000	-0.144095	1.788894	nan	nan
CN_460513	2.000000	-0.034803	1.788895	nan	nan
!sample_table_end
