^SAMPLE = GSM750414
!Sample_title = Ovarian cancer tissue from Japan JPKO-53
!Sample_geo_accession = GSM750414
!Sample_status = Public on Oct 25 2012
!Sample_submission_date = Jun 28 2011
!Sample_last_update_date = Oct 25 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Ovarian Cancer tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = histotype: clear cell
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor genomic DNAs were extracted by using phenol-chloroform extraction method.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = Affymetrix standard procedure
!Sample_description = Epithelial ovarian cancers
!Sample_description = primary_data_description:Log relative ratio calclulated by Affymetric Genotyping Console
!Sample_data_processing = CEL files and CHP files are processed and normalized with Hapmap JPT using the Affymetric Genotyping Console.
!Sample_platform_id = GPL6801
!Sample_contact_name = Liang,,Goh
!Sample_contact_email = liang.goh@duke-nus.edu.sg
!Sample_contact_institute = Duke-NUS graduate medical school
!Sample_contact_address = College Road
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169857
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750414/suppl/GSM750414.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM750nnn/GSM750414/suppl/GSM750414.CNCHP.gz
!Sample_series_id = GSE30283
!Sample_series_id = GSE30311
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	-0.093893	2.191957	nan	nan
CN_473964	2.000000	0.192025	2.191866	nan	nan
CN_473965	2.000000	0.186807	2.191847	nan	nan
CN_473981	2.000000	0.359655	2.190474	nan	nan
CN_473982	2.000000	0.224343	2.190453	nan	nan
CN_497981	2.000000	0.135559	2.178220	nan	nan
CN_502615	2.000000	-0.306579	2.162178	nan	nan
CN_502613	2.000000	-0.125094	2.162103	nan	nan
CN_502614	2.000000	0.147765	2.161712	nan	nan
CN_502616	2.000000	-0.113241	2.161692	nan	nan
CN_502843	2.000000	0.142089	2.147240	nan	nan
CN_466171	2.000000	0.822291	2.874014	nan	nan
CN_468414	2.000000	-0.061755	2.874110	nan	nan
CN_468412	2.000000	-0.325119	2.874131	nan	nan
CN_468413	2.000000	-0.170493	2.874135	nan	nan
CN_470565	2.000000	1.012046	2.874250	nan	nan
CN_468424	2.000000	0.616324	2.875819	nan	nan
CN_468425	2.000000	0.143590	2.875834	nan	nan
CN_460512	2.000000	-0.385021	1.242459	nan	nan
CN_460513	2.000000	-0.378455	1.242459	nan	nan
!sample_table_end
