^SAMPLE = GSM2044738
!Sample_title = Patient 1
!Sample_geo_accession = GSM2044738
!Sample_status = Public on Feb 15 2016
!Sample_submission_date = Jan 22 2016
!Sample_last_update_date = Feb 16 2016
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Blood
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: female
!Sample_treatment_protocol_ch1 = Not applicable
!Sample_growth_protocol_ch1 = Not applicable
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from peripheral blood of patients, mother of Patient 2 and four children and from breast tumor tissue (Patient 2) using the standard protocol of Gentra Puregene Blood Kit (Qiagen, Valencia, Ca, USA)
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Performed following CytoScan Assay User Manual (P/N 703038 Ver.4)
!Sample_hyb_protocol = Performed following CytoScan Assay User Manual (P/N 703038 Ver.4)
!Sample_scan_protocol = GeneChips were scanned using the Affymetrix GeneChipÂ® Scanner 3000 7G
!Sample_description = germline alterations
!Sample_data_processing = The data were analyzed with the standard parameters of Chromosome Analysis Suite (ChAS) v3.1 software (Affymetrix)
!Sample_platform_id = GPL16131
!Sample_contact_name = Rolando,Andre Rios,Villacis
!Sample_contact_email = rolando.andre@unb.br
!Sample_contact_phone = +5561996912223
!Sample_contact_laboratory = Genetic Toxicology
!Sample_contact_department = Genetics and Morphology
!Sample_contact_institute = University of BrasÃ­lia - UnB
!Sample_contact_address = Asa Norte
!Sample_contact_city = BrasÃ­lia
!Sample_contact_state = DF
!Sample_contact_zip/postal_code = 70910-900
!Sample_contact_country = Brazil
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2044nnn/GSM2044738/suppl/GSM2044738_P1.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2044nnn/GSM2044738/suppl/GSM2044738_P1.cychp.gz
!Sample_series_id = GSE77138
!Sample_data_row_count = 2749693
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	-0.351902	-0.037241	2.225081
C-4WYLN	0.158880	0.069837	2.223185
C-3BFNY	0.003375	-0.001258	2.221294
C-7ONNE	0.326121	0.105140	2.221922
C-6HYCN	-0.106109	-0.177234	2.220953
C-7SCGC	-0.015896	-0.072193	2.221028
C-7RZQQ	0.003017	-0.150871	2.220243
C-7RZWZ	-0.329181	-0.047866	2.219051
C-7SEBI	-0.031514	-0.039102	2.220106
C-7RZIL	-0.009055	0.061178	2.219370
C-4NQTX	0.150157	-0.026477	2.218743
C-7SDKW	-0.043629	0.070359	2.218940
S-3WRNV	nan	nan	nan
C-7RXVK	0.373298	0.013868	2.219647
C-4LHKS	0.129252	0.106498	2.220331
C-7RWHE	-0.513647	0.015731	2.221229
C-7SBEJ	0.250513	0.103329	2.222414
C-7RYJO	0.118018	0.287980	2.223900
C-7SEGS	0.206669	0.369644	2.225343
C-4LLXK	0.535878	0.285358	2.225422
!sample_table_end
