^SAMPLE = GSM417783
!Sample_title = MR2406 (T16S4-A)
!Sample_geo_accession = GSM417783
!Sample_status = Public on Jul 10 2009
!Sample_submission_date = Jun 16 2009
!Sample_last_update_date = Jul 09 2009
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = T16S4-A
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Ductal Breast Carcinoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen Genomic DNA Isolation Kit (cat# 51306).
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Briefly, complexity-reduced representations consisting of small (200-1200 bp) fragments were amplified by adapter-mediated PCR of genomic DNA. DNA samples (2 ug) were labeled either with Cy5-dCTP or Cy3-dCTP using Amersham-Pharmacia MegaPrime labeling kit (Amersham Biosciences, Piscataway, NJ), and competitively hybridized to each other on the same slide.
!Sample_source_name_ch2 = SKN1
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = cell line: EBV Immortalized Fibroblast Reference
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Qiagen Genomic DNA Isolation Kit (cat# 51306).
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Briefly, complexity-reduced representations consisting of small (200-1200 bp) fragments were amplified by adapter-mediated PCR of genomic DNA. DNA samples (2 ug) were labeled either with Cy5-dCTP or Cy3-dCTP using Amersham-Pharmacia MegaPrime labeling kit (Amersham Biosciences, Piscataway, NJ), and competitively hybridized to each other on the same slide.
!Sample_hyb_protocol = Hybridizations consisted of 35 uL of hybridization solution (37% formamide, 4x SSC, 0.1%SDS, and labeled DNA). Samples were denatured in an MJ Research Tetrad (Bio-Rad, Hercules, CA) at 95 degrees C for 5 min, and then pre-annealed at 37 degrees C for no more than 30 min. The solution was then applied to the microarray and hybridized under a coverslip in an oven at 42 degrees C for 14 to 16 h. Thereafter, slides were washed 1 min in 0.2% SDS/0.2x SSC, 30 sec in 0.2x SSC, and 30 sec in 0.05x SSC. Slides were dried by centrifugation and scanned immediately.
!Sample_scan_protocol = Scanned on an Axon GenePix 4000B scanner using a pixel size of 5 um.
!Sample_scan_protocol = Microarrays were scanned and gridded using GenePix Pro 4.0 software (MDS Analytical Technologies, Toronto, Canada) and data were imported into S-Plus 2000 analysis software (Insightful, Seattle, WA).
!Sample_description = This sample was hybridized to a single array (two color-reversals not performed).
!Sample_data_processing = The data were normalized using a lowess curve-fitting algorithm, followed by a local normalization (previously described in Hicks et al.). After placement in genome order, the mean of log ratios was computed. Segmentation was performed on the above-described data. Segments are defined as non-overlapping, genomic regions where copy number has changed. Our segmentation method is based on the minimization of the square-sum of differences between log-ratios and means (squared deviation) over segments larger than 6 probes in size. Initially, the segmenter searches for breakpoints that might be boundaries of segments. The first known breakpoint on a given chromosome is its first probe. For a given breakpoint, a 100-probe window to its right is selected. The sum of squared deviations of the flanking probes is calculated for each probe within this window. A probe whose squared deviation value produces a local minimum with respect to its neighbors, and is below a threshold of 95% of the square deviation within a window, is accepted as a new, known breakpoint. Whenever a probe is found below the threshold in the newly defined region, the segmenter recursively breaks said region into two pieces until it cannot find any further breakpoints therein. If no breakpoints are found, the 100- probe window is shifted by half its size and this procedure continues until a chromosome end is reached. Initial segments are constructed using found breakpoints. Each segment and its neighbors are validated for significance by the Kolmogorov-Smirnov (K-S) algorithm. If the p-value of compared segments is less than 10-5, then said segment is accepted as real. If not, the segments are merged. The segmenter also reports statistics such as mean, standard deviation, and median for each segment.
!Sample_platform_id = GPL8720
!Sample_contact_name = Nicholas,,Navin
!Sample_contact_laboratory = Wigler Lab
!Sample_contact_institute = Cold Spring Harbor Laboratory
!Sample_contact_address = 1 Bungtown Road
!Sample_contact_city = Cold Spring Harbor
!Sample_contact_state = NY
!Sample_contact_zip/postal_code = 11724
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM417nnn/GSM417783/suppl/GSM417783_MR2406.gpr.gz
!Sample_series_id = GSE16664
!Sample_series_id = GSE16672
!Sample_data_row_count = 346769
#ID_REF = 
#F635.MEAN = Mean of pixel values for each spot scanned at 635 nm wavelength
#F532.MEAN = Mean of pixel values for each spot scanned at 532 nm wavelength
#LOWRED = Lowess normalized value for each spot in red colour
#LOWGREEN = Lowess normalizad value for each spot in green colour
#LOCAL.RED = Local normalized output for each spot in red
#LOCAL.GREEN = Local normalized value for each spot in green
#LOCAL.RATIO = Ratio of local-normalized values for each spot
#VALUE = log2 of PRE_VALUE
#PRE_VALUE = Geometric mean Ratio (test/reference) of Two Normalized Channels (Cy5 and Cy3)
!sample_table_begin
ID_REF	F635.MEAN	F532.MEAN	LOWRED	LOWGREEN	LOCAL.RED	LOCAL.GREEN	LOCAL.RATIO	VALUE	PRE_VALUE
1	714.973	666.244	715.433	665.346	.642306	.583227	1.1013	0.1392	1.1013
2	3718.24	4513.42	3682.89	4482.88	3.6681	4.79413	.765123	-0.3862	.765123
3	190.178	255.129	211.82	238.77	.195042	.234182	.832862	-0.2639	.832862
4	5455.37	4826.28	5426.4	4787.31	5.12335	4.93365	1.03845	0.0544	1.03845
5	236.644	256.556	255.183	240.268	.225572	.226392	.996376	-0.0052	.996376
6	187.022	260.244	208.866	244.145	.208487	.238108	.8756	-0.1917	.8756
7	1987.1	2063.09	1963.12	2074.78	1.78944	1.80804	.98971	-0.0149	.98971
8	2192.98	1450.08	2167.38	1462.66	1.8047	1.16963	1.54297	0.6257	1.54297
9	111.116	177.667	139.529	159.491	.118844	.130956	.907512	-0.1400	.907512
10	744.933	699.467	744.489	699.594	.749708	.759585	.986998	-0.0189	.986998
11	1506.44	1571.26	1488.82	1584.42	1.64614	1.84809	.890725	-0.1669	.890725
12	1035.49	1097.47	1026.96	1105.45	.879048	.884692	.993621	-0.0092	.993621
13	2784.69	2829.45	2753.22	2835.45	2.87988	3.01413	.955461	-0.0657	.955461
14	1191.33	1188.31	1179.25	1197.74	1.04211	1.03095	1.01083	0.0155	1.01083
15	3679.11	3278.57	3643.99	3279.39	3.22517	2.74573	1.17462	0.2322	1.17462
16	598.311	596.693	602.179	593.464	.572798	.563591	1.01633	0.0234	1.01633
17	474.689	366.769	483.064	355.533	.546	.408811	1.33558	0.4175	1.33558
18	4440.11	4068.91	4404.88	4050.81	4.02631	3.83212	1.05067	0.0713	1.05067
19	4821.57	4323.27	4788.64	4297.94	4.3843	3.80225	1.15308	0.2055	1.15308
20	5179.12	5719.42	5148.65	5652.27	4.78527	5.04858	.947844	-0.0773	.947844
!sample_table_end
