^SAMPLE = GSM417782
!Sample_title = MR2405 (T16S3-A)
!Sample_geo_accession = GSM417782
!Sample_status = Public on Jul 10 2009
!Sample_submission_date = Jun 16 2009
!Sample_last_update_date = Jul 09 2009
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = T16S3-A
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Ductal Breast Carcinoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen Genomic DNA Isolation Kit (cat# 51306).
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Briefly, complexity-reduced representations consisting of small (200-1200 bp) fragments were amplified by adapter-mediated PCR of genomic DNA. DNA samples (2 ug) were labeled either with Cy5-dCTP or Cy3-dCTP using Amersham-Pharmacia MegaPrime labeling kit (Amersham Biosciences, Piscataway, NJ), and competitively hybridized to each other on the same slide.
!Sample_source_name_ch2 = SKN1
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = cell line: EBV Immortalized Fibroblast Reference
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Qiagen Genomic DNA Isolation Kit (cat# 51306).
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Briefly, complexity-reduced representations consisting of small (200-1200 bp) fragments were amplified by adapter-mediated PCR of genomic DNA. DNA samples (2 ug) were labeled either with Cy5-dCTP or Cy3-dCTP using Amersham-Pharmacia MegaPrime labeling kit (Amersham Biosciences, Piscataway, NJ), and competitively hybridized to each other on the same slide.
!Sample_hyb_protocol = Hybridizations consisted of 35 uL of hybridization solution (37% formamide, 4x SSC, 0.1%SDS, and labeled DNA). Samples were denatured in an MJ Research Tetrad (Bio-Rad, Hercules, CA) at 95 degrees C for 5 min, and then pre-annealed at 37 degrees C for no more than 30 min. The solution was then applied to the microarray and hybridized under a coverslip in an oven at 42 degrees C for 14 to 16 h. Thereafter, slides were washed 1 min in 0.2% SDS/0.2x SSC, 30 sec in 0.2x SSC, and 30 sec in 0.05x SSC. Slides were dried by centrifugation and scanned immediately.
!Sample_scan_protocol = Scanned on an Axon GenePix 4000B scanner using a pixel size of 5 um.
!Sample_scan_protocol = Microarrays were scanned and gridded using GenePix Pro 4.0 software (MDS Analytical Technologies, Toronto, Canada) and data were imported into S-Plus 2000 analysis software (Insightful, Seattle, WA).
!Sample_description = This sample was hybridized to a single array (two color-reversals not performed).
!Sample_data_processing = The data were normalized using a lowess curve-fitting algorithm, followed by a local normalization (previously described in Hicks et al.). After placement in genome order, the mean of log ratios was computed. Segmentation was performed on the above-described data. Segments are defined as non-overlapping, genomic regions where copy number has changed. Our segmentation method is based on the minimization of the square-sum of differences between log-ratios and means (squared deviation) over segments larger than 6 probes in size. Initially, the segmenter searches for breakpoints that might be boundaries of segments. The first known breakpoint on a given chromosome is its first probe. For a given breakpoint, a 100-probe window to its right is selected. The sum of squared deviations of the flanking probes is calculated for each probe within this window. A probe whose squared deviation value produces a local minimum with respect to its neighbors, and is below a threshold of 95% of the square deviation within a window, is accepted as a new, known breakpoint. Whenever a probe is found below the threshold in the newly defined region, the segmenter recursively breaks said region into two pieces until it cannot find any further breakpoints therein. If no breakpoints are found, the 100- probe window is shifted by half its size and this procedure continues until a chromosome end is reached. Initial segments are constructed using found breakpoints. Each segment and its neighbors are validated for significance by the Kolmogorov-Smirnov (K-S) algorithm. If the p-value of compared segments is less than 10-5, then said segment is accepted as real. If not, the segments are merged. The segmenter also reports statistics such as mean, standard deviation, and median for each segment.
!Sample_platform_id = GPL8720
!Sample_contact_name = Nicholas,,Navin
!Sample_contact_laboratory = Wigler Lab
!Sample_contact_institute = Cold Spring Harbor Laboratory
!Sample_contact_address = 1 Bungtown Road
!Sample_contact_city = Cold Spring Harbor
!Sample_contact_state = NY
!Sample_contact_zip/postal_code = 11724
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM417nnn/GSM417782/suppl/GSM417782_MR2405.gpr.gz
!Sample_series_id = GSE16664
!Sample_series_id = GSE16672
!Sample_data_row_count = 346769
#ID_REF = 
#F635.MEAN = Mean of pixel values for each spot scanned at 635 nm wavelength
#F532.MEAN = Mean of pixel values for each spot scanned at 532 nm wavelength
#LOWRED = Lowess normalized value for each spot in red colour
#LOWGREEN = Lowess normalizad value for each spot in green colour
#LOCAL.RED = Local normalized output for each spot in red
#LOCAL.GREEN = Local normalized value for each spot in green
#LOCAL.RATIO = Ratio of local-normalized values for each spot
#VALUE = log2 of PRE_VALUE
#PRE_VALUE = Geometric mean Ratio (test/reference) of Two Normalized Channels (Cy5 and Cy3)
!sample_table_begin
ID_REF	F635.MEAN	F532.MEAN	LOWRED	LOWGREEN	LOCAL.RED	LOCAL.GREEN	LOCAL.RATIO	VALUE	PRE_VALUE
1	410.173	434.938	454.1	386.496	.512505	.431678	1.18724	0.2476	1.18724
2	3287.5	3322.99	3275.99	3239.48	3.72533	3.96038	.940649	-0.0883	.940649
3	179.658	282.653	228.877	227.399	.275969	.265295	1.04023	0.0569	1.04023
4	4084.3	4386.33	4058.11	4260.43	5.0127	5.23706	.957159	-0.0632	.957159
5	122.933	241.6	174.838	188.441	.185565	.20701	.896409	-0.1578	.896409
6	155.333	268.422	205.43	213.308	.255313	.261855	.975017	-0.0365	.975017
7	1171.33	1187.18	1200.75	1150.55	1.30028	1.26528	1.02766	0.0394	1.02766
8	1290.65	1108.84	1318.56	1071.81	1.31825	1.06131	1.24209	0.3128	1.24209
9	97.889	248.4	150.638	194.394	.153694	.196587	.781811	-0.3551	.781811
10	344.911	432.667	390.122	384.09	.540053	.504847	1.06974	0.0973	1.06974
11	1107.29	1021.22	1137.57	984.106	1.68775	1.46623	1.15108	0.2030	1.15108
12	489.138	670.462	531.351	629.113	.594125	.681503	.871786	-0.1980	.871786
13	3442.42	3025.5	3428.17	2952.22	3.5917	3.23209	1.11126	0.1522	1.11126
14	757.253	1039.49	795.249	1002.36	.814908	1.0468	.778479	-0.3613	.778479
15	3232.72	2540.38	3223.04	2483.42	3.41995	2.69445	1.26925	0.3440	1.26925
16	285.653	381.213	331.877	329.927	.396323	.383355	1.03383	0.0480	1.03383
17	270.253	306.471	316.67	251.826	.434116	.341365	1.27171	0.3468	1.27171
18	2560.45	3078.67	2566.56	3003.5	2.666	3.16929	.841196	-0.2495	.841196
19	2824.96	3130.4	2824.06	3053.39	3.0763	3.31403	.928264	-0.1074	.928264
20	2202.59	2617.41	2215.55	2558.34	2.51944	2.9169	.86374	-0.2113	.86374
!sample_table_end
