^SAMPLE = GSM609005
!Sample_title = Alveolar Rhabdomyosarcoma tumor PALFJB 50K_Xba
!Sample_geo_accession = GSM609005
!Sample_status = Public on Oct 16 2010
!Sample_submission_date = Oct 15 2010
!Sample_last_update_date = Oct 15 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Alveolar Rhabdomyosarcoma tumor PALFJB
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Alveolar rhabdomyosarcoma tumor
!Sample_characteristics_ch1 = case: PALFJB
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from fresh frozen tumors using the Qiagen QIAamp DNA Mini Kit. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer and agarose gel electrophoresis.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was digested with the appropriate restriction enzyme, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The hybridized arrays were washed using Affymetrix fluidics stations, and scanned using the GeneChip Scanner 3000.
!Sample_description = Hybridized to 50K_Xba
!Sample_data_processing = CEL files and TXT files were generated by Affymetrix GeneChip DNA Analysis Software version 3.0, Affymetrix Copy Number Analysis Tool (CNAT) versions 2.2 and 3.0, Affymetrix GeneChip Genotyping Operating Analysis software version 4.1 and Partek Genomics Suite version 6.3.  The 50K data were calculated in CNAT using an algorithm developed to identify genome wide gains and losses on high density oligonucleotide arrays based on SNP genotyping metods and whole genome sampling analysis.  The raw data were analyzed with CNAT to calculate a copy number at each locus, which was then normalized relative to a reference set of normal individuals.  The copy number estimates were displayed with a genome smoothed analysis, which incorporates Gaussian kernel smoothing over the default genomic filter length of 0.5 Mb.  Data from the 250K array were analyzed with the Hidden Markov Model default settings in the Copy Number work flow in Partek Genomics Suite.  The respective Hap Map samples were used as normals for both the 50K and 250K chips.
!Sample_data_processing = The 50K CNAT data contains probe set id, physical chromosome position, genotype call (SNP call) AA, AB, BB, NC no call, GSA_CN genomic smoothed analysis of the copy number, GSA_pVal genomic smoothed analysis of the significance value and Log2 Ratio.  The 250K data .txt files analyzed on Partek contain the probe set ID and the copy number generated using the Copy Number workflow in Partek Genomic Suite.
!Sample_platform_id = GPL2005
!Sample_contact_name = Frederic ,,Barr
!Sample_contact_email = barrfg@mail.med.upenn.edu
!Sample_contact_institute = University of Pennsylvania
!Sample_contact_address = 422 Curie Blvd
!Sample_contact_city = Philadelphia
!Sample_contact_state = PA
!Sample_contact_zip/postal_code = 19104
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM609nnn/GSM609005/suppl/GSM609005_Barr_Amp_SNP0098B_PALFJB_Mapping50K_Xba240.CEL.gz
!Sample_series_id = GSE24715
!Sample_data_row_count = 58960
#ID_REF = 
#VALUE = genotype call
#GSA_CN = 
#GSA_pVal = 
#Log2Ratio = 
!sample_table_begin
ID_REF	VALUE	GSA_CN	GSA_pVal	Log2Ratio
SNP_A-1677174	AA	2.201961	0.524793	0.165204
SNP_A-1678466	BB	2.629642	0.864327	1.312105
SNP_A-1676440	AA	2.62746	0.859195	1.122622
SNP_A-1662392	AB	2.436674	0.421254	0.447088
SNP_A-1685736	AB	2.436516	0.420887	0.604636
SNP_A-1681384	AB	2.430704	0.407341	0.344391
SNP_A-1642581	BB	2.389406	0.310862	-0.149216
SNP_A-1669029	AB	2.386554	0.304186	-0.466018
SNP_A-1718237	AA	2.061709	0.265789	-0.084088
SNP_A-1748467	AA	2.061652	0.265962	-0.731789
SNP_A-1705537	AA	2.78505	5.534338	0.824473
SNP_A-1683756	AA	2.785065	5.53453	0.057212
SNP_A-1696782	BB	2.878726	4.606805	-0.274955
SNP_A-1673422	BB	2.884073	4.617573	1.633683
SNP_A-1670878	BB	2.786798	4.16032	1.309919
SNP_A-1743511	BB	2.78678	4.160128	0.36122
SNP_A-1736635	NoCall	2.395519	0.539611	0.367024
SNP_A-1666738	AB	2.454684	0.58716	-0.072039
SNP_A-1721407	AA	2.16384	0.292499	0.373799
SNP_A-1686722	AA	2.164701	0.29619	-0.865759
!sample_table_end
