^SAMPLE = GSM608969
!Sample_title = Alveolar Rhabdomyosarcoma tumor PAIYYE 50K_Xba
!Sample_geo_accession = GSM608969
!Sample_status = Public on Oct 16 2010
!Sample_submission_date = Oct 15 2010
!Sample_last_update_date = Oct 15 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Alveolar Rhabdomyosarcoma tumor PAIYYE
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Alveolar rhabdomyosarcoma tumor
!Sample_characteristics_ch1 = case: PAIYYE
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from fresh frozen tumors using the Qiagen QIAamp DNA Mini Kit. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer and agarose gel electrophoresis.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was digested with the appropriate restriction enzyme, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The hybridized arrays were washed using Affymetrix fluidics stations, and scanned using the GeneChip Scanner 3000.
!Sample_description = Hybridized to 50K_Xba
!Sample_data_processing = CEL files and TXT files were generated by Affymetrix GeneChip DNA Analysis Software version 3.0, Affymetrix Copy Number Analysis Tool (CNAT) versions 2.2 and 3.0, Affymetrix GeneChip Genotyping Operating Analysis software version 4.1 and Partek Genomics Suite version 6.3.  The 50K data were calculated in CNAT using an algorithm developed to identify genome wide gains and losses on high density oligonucleotide arrays based on SNP genotyping metods and whole genome sampling analysis.  The raw data were analyzed with CNAT to calculate a copy number at each locus, which was then normalized relative to a reference set of normal individuals.  The copy number estimates were displayed with a genome smoothed analysis, which incorporates Gaussian kernel smoothing over the default genomic filter length of 0.5 Mb.  Data from the 250K array were analyzed with the Hidden Markov Model default settings in the Copy Number work flow in Partek Genomics Suite.  The respective Hap Map samples were used as normals for both the 50K and 250K chips.
!Sample_data_processing = The 50K CNAT data contains probe set id, physical chromosome position, genotype call (SNP call) AA, AB, BB, NC no call, GSA_CN genomic smoothed analysis of the copy number, GSA_pVal genomic smoothed analysis of the significance value and Log2 Ratio.  The 250K data .txt files analyzed on Partek contain the probe set ID and the copy number generated using the Copy Number workflow in Partek Genomic Suite.
!Sample_platform_id = GPL2005
!Sample_contact_name = Frederic ,,Barr
!Sample_contact_email = barrfg@mail.med.upenn.edu
!Sample_contact_institute = University of Pennsylvania
!Sample_contact_address = 422 Curie Blvd
!Sample_contact_city = Philadelphia
!Sample_contact_state = PA
!Sample_contact_zip/postal_code = 19104
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM608nnn/GSM608969/suppl/GSM608969_Barr_Amp_SNP00107B_PAIYYE_Mapping50K_Xba240.CEL.gz
!Sample_series_id = GSE24715
!Sample_data_row_count = 58960
#ID_REF = 
#VALUE = genotype call
#GSA_CN = 
#GSA_pVal = 
#Log2Ratio = 
!sample_table_begin
ID_REF	VALUE	GSA_CN	GSA_pVal	Log2Ratio
SNP_A-1677174	AA	2.452498	1.001563	0.40147
SNP_A-1678466	BB	3.057779	1.523891	1.184914
SNP_A-1676440	AA	3.054758	1.517874	2.039132
SNP_A-1662392	AA	2.882227	1.262951	0.978651
SNP_A-1685736	AA	2.882041	1.262613	0.989736
SNP_A-1681384	BB	2.875197	1.250145	0.36382
SNP_A-1642581	BB	2.826711	1.161865	-0.332818
SNP_A-1669029	AA	2.823372	1.15579	-0.089091
SNP_A-1718237	AB	2.404303	0.509689	0.450573
SNP_A-1748467	AB	2.404243	0.509556	-0.090518
SNP_A-1705537	AB	2.344819	0.756384	0.557176
SNP_A-1683756	AA	2.344817	0.756373	0.30462
SNP_A-1696782	AB	2.636181	1.44938	-0.365928
SNP_A-1673422	BB	2.6435	1.46549	0.590561
SNP_A-1670878	BB	2.688601	1.482691	1.451692
SNP_A-1743511	BB	2.688605	1.482707	0.494846
SNP_A-1736635	BB	2.771833	1.739635	0.93974
SNP_A-1666738	AB	2.814735	1.817109	-0.122466
SNP_A-1721407	AA	2.524552	1.011736	0.539337
SNP_A-1686722	AA	2.522549	1.002552	0.339524
!sample_table_end
