^SAMPLE = GSM608983
!Sample_title = Alveolar Rhabdomyosarcoma tumor PAIZYP 50K_Xba
!Sample_geo_accession = GSM608983
!Sample_status = Public on Oct 16 2010
!Sample_submission_date = Oct 15 2010
!Sample_last_update_date = Oct 15 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Alveolar Rhabdomyosarcoma tumor PAIZYP
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Alveolar rhabdomyosarcoma tumor
!Sample_characteristics_ch1 = case: PAIZYP
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from fresh frozen tumors using the Qiagen QIAamp DNA Mini Kit. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer and agarose gel electrophoresis.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was digested with the appropriate restriction enzyme, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The hybridized arrays were washed using Affymetrix fluidics stations, and scanned using the GeneChip Scanner 3000.
!Sample_description = Hybridized to 50K_Xba
!Sample_data_processing = CEL files and TXT files were generated by Affymetrix GeneChip DNA Analysis Software version 3.0, Affymetrix Copy Number Analysis Tool (CNAT) versions 2.2 and 3.0, Affymetrix GeneChip Genotyping Operating Analysis software version 4.1 and Partek Genomics Suite version 6.3.  The 50K data were calculated in CNAT using an algorithm developed to identify genome wide gains and losses on high density oligonucleotide arrays based on SNP genotyping metods and whole genome sampling analysis.  The raw data were analyzed with CNAT to calculate a copy number at each locus, which was then normalized relative to a reference set of normal individuals.  The copy number estimates were displayed with a genome smoothed analysis, which incorporates Gaussian kernel smoothing over the default genomic filter length of 0.5 Mb.  Data from the 250K array were analyzed with the Hidden Markov Model default settings in the Copy Number work flow in Partek Genomics Suite.  The respective Hap Map samples were used as normals for both the 50K and 250K chips.
!Sample_data_processing = The 50K CNAT data contains probe set id, physical chromosome position, genotype call (SNP call) AA, AB, BB, NC no call, GSA_CN genomic smoothed analysis of the copy number, GSA_pVal genomic smoothed analysis of the significance value and Log2 Ratio.  The 250K data .txt files analyzed on Partek contain the probe set ID and the copy number generated using the Copy Number workflow in Partek Genomic Suite.
!Sample_platform_id = GPL2005
!Sample_contact_name = Frederic ,,Barr
!Sample_contact_email = barrfg@mail.med.upenn.edu
!Sample_contact_institute = University of Pennsylvania
!Sample_contact_address = 422 Curie Blvd
!Sample_contact_city = Philadelphia
!Sample_contact_state = PA
!Sample_contact_zip/postal_code = 19104
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM608nnn/GSM608983/suppl/GSM608983_Barr_Amp_SNP0091B_PAIZYP_Mapping50K_Xba240.CEL.gz
!Sample_series_id = GSE24715
!Sample_data_row_count = 58960
#ID_REF = 
#VALUE = genotype call
#GSA_CN = 
#GSA_pVal = 
#Log2Ratio = 
!sample_table_begin
ID_REF	VALUE	GSA_CN	GSA_pVal	Log2Ratio
SNP_A-1677174	AA	2.514621	1.140934	0.456317
SNP_A-1678466	BB	3.223867	2.00702	1.08378
SNP_A-1676440	AA	3.220276	1.999806	2.494856
SNP_A-1662392	AB	3.025566	1.624114	0.959306
SNP_A-1685736	AB	3.025349	1.623684	1.055611
SNP_A-1681384	AB	3.017349	1.607802	0.500366
SNP_A-1642581	BB	2.960667	1.495015	-0.327595
SNP_A-1669029	NoCall	2.956764	1.487232	-0.255682
SNP_A-1718237	AA	2.43224	0.713684	0.638557
SNP_A-1748467	AA	2.432177	0.7135	-0.208682
SNP_A-1705537	AA	2.555388	1.560732	0.833087
SNP_A-1683756	AA	2.555387	1.560727	0.324878
SNP_A-1696782	BB	2.71956	1.83829	0.068548
SNP_A-1673422	BB	2.723528	1.844689	0.660842
SNP_A-1670878	NoCall	2.749129	1.884322	1.279169
SNP_A-1743511	AB	2.749131	1.884329	0.429072
SNP_A-1736635	NoCall	2.759279	1.756133	0.961817
SNP_A-1666738	AB	2.790471	1.707034	0.184356
SNP_A-1721407	AA	2.59441	1.276155	0.6272
SNP_A-1686722	AB	2.592213	1.267241	0.219281
!sample_table_end
