^SAMPLE = GSM608992
!Sample_title = Alveolar Rhabdomyosarcoma tumor PALMGG 50K_Xba
!Sample_geo_accession = GSM608992
!Sample_status = Public on Oct 16 2010
!Sample_submission_date = Oct 15 2010
!Sample_last_update_date = Oct 15 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Alveolar Rhabdomyosarcoma tumor PALMGG
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Alveolar rhabdomyosarcoma tumor
!Sample_characteristics_ch1 = case: PALMGG
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from fresh frozen tumors using the Qiagen QIAamp DNA Mini Kit. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer and agarose gel electrophoresis.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was digested with the appropriate restriction enzyme, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The hybridized arrays were washed using Affymetrix fluidics stations, and scanned using the GeneChip Scanner 3000.
!Sample_description = Hybridized to 50K_Xba
!Sample_data_processing = CEL files and TXT files were generated by Affymetrix GeneChip DNA Analysis Software version 3.0, Affymetrix Copy Number Analysis Tool (CNAT) versions 2.2 and 3.0, Affymetrix GeneChip Genotyping Operating Analysis software version 4.1 and Partek Genomics Suite version 6.3.  The 50K data were calculated in CNAT using an algorithm developed to identify genome wide gains and losses on high density oligonucleotide arrays based on SNP genotyping metods and whole genome sampling analysis.  The raw data were analyzed with CNAT to calculate a copy number at each locus, which was then normalized relative to a reference set of normal individuals.  The copy number estimates were displayed with a genome smoothed analysis, which incorporates Gaussian kernel smoothing over the default genomic filter length of 0.5 Mb.  Data from the 250K array were analyzed with the Hidden Markov Model default settings in the Copy Number work flow in Partek Genomics Suite.  The respective Hap Map samples were used as normals for both the 50K and 250K chips.
!Sample_data_processing = The 50K CNAT data contains probe set id, physical chromosome position, genotype call (SNP call) AA, AB, BB, NC no call, GSA_CN genomic smoothed analysis of the copy number, GSA_pVal genomic smoothed analysis of the significance value and Log2 Ratio.  The 250K data .txt files analyzed on Partek contain the probe set ID and the copy number generated using the Copy Number workflow in Partek Genomic Suite.
!Sample_platform_id = GPL2005
!Sample_contact_name = Frederic ,,Barr
!Sample_contact_email = barrfg@mail.med.upenn.edu
!Sample_contact_institute = University of Pennsylvania
!Sample_contact_address = 422 Curie Blvd
!Sample_contact_city = Philadelphia
!Sample_contact_state = PA
!Sample_contact_zip/postal_code = 19104
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM608nnn/GSM608992/suppl/GSM608992_Barr_Amp_SNP00119B_PALMGG_Mapping50K_Xba240.CEL.gz
!Sample_series_id = GSE24715
!Sample_data_row_count = 58960
#ID_REF = 
#VALUE = genotype call
#GSA_CN = 
#GSA_pVal = 
#Log2Ratio = 
!sample_table_begin
ID_REF	VALUE	GSA_CN	GSA_pVal	Log2Ratio
SNP_A-1677174	AA	2.02431	0.322862	-0.019231
SNP_A-1678466	BB	2.605203	0.521291	0.791847
SNP_A-1676440	AA	2.602943	0.515875	1.715291
SNP_A-1662392	AA	2.486201	0.395458	0.569415
SNP_A-1685736	AA	2.486067	0.395193	0.557905
SNP_A-1681384	BB	2.481112	0.385411	-0.094285
SNP_A-1642581	BB	2.446064	0.316459	-0.515598
SNP_A-1669029	AA	2.443654	0.311734	-0.224555
SNP_A-1718237	AA	2.099303	0.275196	0.153179
SNP_A-1748467	AA	2.099269	0.275281	-0.150012
SNP_A-1705537	AA	2.013406	0.20289	0.351803
SNP_A-1683756	BB	2.013405	0.202884	-0.351263
SNP_A-1696782	BB	2.113498	0.1123	-0.31849
SNP_A-1673422	BB	2.116016	0.121724	0.113983
SNP_A-1670878	BB	2.160019	0.219142	0.561464
SNP_A-1743511	BB	2.160021	0.219131	-0.027229
SNP_A-1736635	BB	2.243537	0.343653	0.494101
SNP_A-1666738	BB	2.304892	0.471454	-0.319851
SNP_A-1721407	AB	2.20522	0.007457	0.458011
SNP_A-1686722	AA	2.204017	0.014799	-0.10953
!sample_table_end
