^SAMPLE = GSM608972
!Sample_title = Alveolar Rhabdomyosarcoma tumor PAIZGD 50K_Xba
!Sample_geo_accession = GSM608972
!Sample_status = Public on Oct 16 2010
!Sample_submission_date = Oct 15 2010
!Sample_last_update_date = Oct 15 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Alveolar Rhabdomyosarcoma tumor PAIZGD
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Alveolar rhabdomyosarcoma tumor
!Sample_characteristics_ch1 = case: PAIZGD
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from fresh frozen tumors using the Qiagen QIAamp DNA Mini Kit. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer and agarose gel electrophoresis.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was digested with the appropriate restriction enzyme, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The hybridized arrays were washed using Affymetrix fluidics stations, and scanned using the GeneChip Scanner 3000.
!Sample_description = Hybridized to 50K_Xba
!Sample_data_processing = CEL files and TXT files were generated by Affymetrix GeneChip DNA Analysis Software version 3.0, Affymetrix Copy Number Analysis Tool (CNAT) versions 2.2 and 3.0, Affymetrix GeneChip Genotyping Operating Analysis software version 4.1 and Partek Genomics Suite version 6.3.  The 50K data were calculated in CNAT using an algorithm developed to identify genome wide gains and losses on high density oligonucleotide arrays based on SNP genotyping metods and whole genome sampling analysis.  The raw data were analyzed with CNAT to calculate a copy number at each locus, which was then normalized relative to a reference set of normal individuals.  The copy number estimates were displayed with a genome smoothed analysis, which incorporates Gaussian kernel smoothing over the default genomic filter length of 0.5 Mb.  Data from the 250K array were analyzed with the Hidden Markov Model default settings in the Copy Number work flow in Partek Genomics Suite.  The respective Hap Map samples were used as normals for both the 50K and 250K chips.
!Sample_data_processing = The 50K CNAT data contains probe set id, physical chromosome position, genotype call (SNP call) AA, AB, BB, NC no call, GSA_CN genomic smoothed analysis of the copy number, GSA_pVal genomic smoothed analysis of the significance value and Log2 Ratio.  The 250K data .txt files analyzed on Partek contain the probe set ID and the copy number generated using the Copy Number workflow in Partek Genomic Suite.
!Sample_platform_id = GPL2005
!Sample_contact_name = Frederic ,,Barr
!Sample_contact_email = barrfg@mail.med.upenn.edu
!Sample_contact_institute = University of Pennsylvania
!Sample_contact_address = 422 Curie Blvd
!Sample_contact_city = Philadelphia
!Sample_contact_state = PA
!Sample_contact_zip/postal_code = 19104
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM608nnn/GSM608972/suppl/GSM608972_Barr_Amp_SNP0064B_PAIZGD_Mapping50K_Xba240.CEL.gz
!Sample_series_id = GSE24715
!Sample_data_row_count = 58960
#ID_REF = 
#VALUE = genotype call
#GSA_CN = 
#GSA_pVal = 
#Log2Ratio = 
!sample_table_begin
ID_REF	VALUE	GSA_CN	GSA_pVal	Log2Ratio
SNP_A-1677174	AA	1.824268	-0.668563	-0.247365
SNP_A-1678466	BB	1.565582	-1.963467	0.021348
SNP_A-1676440	AA	1.564764	-1.969819	0.159512
SNP_A-1662392	AA	1.576452	-1.867989	-1.03311
SNP_A-1685736	NoCall	1.576423	-1.868214	-0.872179
SNP_A-1681384	BB	1.575343	-1.87649	-0.711824
SNP_A-1642581	NoCall	1.567854	-1.934288	-1.296731
SNP_A-1669029	AB	1.567349	-1.938213	-0.830465
SNP_A-1718237	AA	1.416998	-2.567004	-0.238009
SNP_A-1748467	AA	1.417008	-2.567042	-0.798797
SNP_A-1705537	BB	1.591637	-1.902998	-0.148609
SNP_A-1683756	AA	1.591638	-1.902982	-0.886383
SNP_A-1696782	BB	1.828721	-1.141588	-1.185863
SNP_A-1673422	AB	1.835066	-1.118943	-0.145962
SNP_A-1670878	BB	1.815564	-1.670042	0.606881
SNP_A-1743511	BB	1.815563	-1.670123	-0.075407
SNP_A-1736635	NoCall	1.76582	-1.97609	-0.399623
SNP_A-1666738	AA	1.743359	-1.920759	-0.946059
SNP_A-1721407	AA	1.487239	-3.822057	-0.615577
SNP_A-1686722	AA	1.486663	-3.844264	-0.959122
!sample_table_end
