^SAMPLE = GSM609006
!Sample_title = Alveolar Rhabdomyosarcoma tumor PALITD 50K_Xba
!Sample_geo_accession = GSM609006
!Sample_status = Public on Oct 16 2010
!Sample_submission_date = Oct 15 2010
!Sample_last_update_date = Oct 15 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Alveolar Rhabdomyosarcoma tumor PALITD
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Alveolar rhabdomyosarcoma tumor
!Sample_characteristics_ch1 = case: PALITD
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from fresh frozen tumors using the Qiagen QIAamp DNA Mini Kit. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer and agarose gel electrophoresis.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was digested with the appropriate restriction enzyme, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The hybridized arrays were washed using Affymetrix fluidics stations, and scanned using the GeneChip Scanner 3000.
!Sample_description = Hybridized to 50K_Xba
!Sample_data_processing = CEL files and TXT files were generated by Affymetrix GeneChip DNA Analysis Software version 3.0, Affymetrix Copy Number Analysis Tool (CNAT) versions 2.2 and 3.0, Affymetrix GeneChip Genotyping Operating Analysis software version 4.1 and Partek Genomics Suite version 6.3.  The 50K data were calculated in CNAT using an algorithm developed to identify genome wide gains and losses on high density oligonucleotide arrays based on SNP genotyping metods and whole genome sampling analysis.  The raw data were analyzed with CNAT to calculate a copy number at each locus, which was then normalized relative to a reference set of normal individuals.  The copy number estimates were displayed with a genome smoothed analysis, which incorporates Gaussian kernel smoothing over the default genomic filter length of 0.5 Mb.  Data from the 250K array were analyzed with the Hidden Markov Model default settings in the Copy Number work flow in Partek Genomics Suite.  The respective Hap Map samples were used as normals for both the 50K and 250K chips.
!Sample_data_processing = The 50K CNAT data contains probe set id, physical chromosome position, genotype call (SNP call) AA, AB, BB, NC no call, GSA_CN genomic smoothed analysis of the copy number, GSA_pVal genomic smoothed analysis of the significance value and Log2 Ratio.  The 250K data .txt files analyzed on Partek contain the probe set ID and the copy number generated using the Copy Number workflow in Partek Genomic Suite.
!Sample_platform_id = GPL2005
!Sample_contact_name = Frederic ,,Barr
!Sample_contact_email = barrfg@mail.med.upenn.edu
!Sample_contact_institute = University of Pennsylvania
!Sample_contact_address = 422 Curie Blvd
!Sample_contact_city = Philadelphia
!Sample_contact_state = PA
!Sample_contact_zip/postal_code = 19104
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM609nnn/GSM609006/suppl/GSM609006_Barr_Amp_SNP0099B_PALITD_Mapping50K_Xba240.CEL.gz
!Sample_series_id = GSE24715
!Sample_data_row_count = 58960
#ID_REF = 
#VALUE = genotype call
#GSA_CN = 
#GSA_pVal = 
#Log2Ratio = 
!sample_table_begin
ID_REF	VALUE	GSA_CN	GSA_pVal	Log2Ratio
SNP_A-1677174	AA	2.014688	0.335167	-0.029677
SNP_A-1678466	BB	2.198965	0.371949	0.411065
SNP_A-1676440	AA	2.197507	0.378024	0.940175
SNP_A-1662392	BB	2.147462	0.369383	0.109331
SNP_A-1685736	BB	2.147385	0.36963	0.323856
SNP_A-1681384	AA	2.144519	0.378717	-0.090348
SNP_A-1642581	BB	2.124281	0.442545	-0.731167
SNP_A-1669029	AB	2.122892	0.446903	-0.323954
SNP_A-1718237	AA	1.936735	-0.885324	0.201896
SNP_A-1748467	AA	1.936713	-0.885423	-0.421146
SNP_A-1705537	NoCall	2.285085	0.946059	0.792279
SNP_A-1683756	AB	2.285081	0.946039	0.05519
SNP_A-1696782	BB	2.271551	0.733057	-0.391141
SNP_A-1673422	BB	2.270325	0.723971	0.3563
SNP_A-1670878	BB	2.132822	0.131206	0.506443
SNP_A-1743511	BB	2.132822	0.131197	-0.130516
SNP_A-1736635	NoCall	2.078371	0.092748	0.26397
SNP_A-1666738	AB	2.103121	0.013596	-0.232098
SNP_A-1721407	AB	2.019684	0.260075	-0.16831
SNP_A-1686722	AA	2.019336	0.262566	-0.138938
!sample_table_end
