^SAMPLE = GSM608994
!Sample_title = Alveolar Rhabdomyosarcoma tumor PAKZRT 50K_Xba
!Sample_geo_accession = GSM608994
!Sample_status = Public on Oct 16 2010
!Sample_submission_date = Oct 15 2010
!Sample_last_update_date = Oct 15 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Alveolar Rhabdomyosarcoma tumor PAKZRT
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Alveolar rhabdomyosarcoma tumor
!Sample_characteristics_ch1 = case: PAKZRT
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from fresh frozen tumors using the Qiagen QIAamp DNA Mini Kit. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer and agarose gel electrophoresis.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was digested with the appropriate restriction enzyme, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The hybridized arrays were washed using Affymetrix fluidics stations, and scanned using the GeneChip Scanner 3000.
!Sample_description = Hybridized to 50K_Xba
!Sample_data_processing = CEL files and TXT files were generated by Affymetrix GeneChip DNA Analysis Software version 3.0, Affymetrix Copy Number Analysis Tool (CNAT) versions 2.2 and 3.0, Affymetrix GeneChip Genotyping Operating Analysis software version 4.1 and Partek Genomics Suite version 6.3.  The 50K data were calculated in CNAT using an algorithm developed to identify genome wide gains and losses on high density oligonucleotide arrays based on SNP genotyping metods and whole genome sampling analysis.  The raw data were analyzed with CNAT to calculate a copy number at each locus, which was then normalized relative to a reference set of normal individuals.  The copy number estimates were displayed with a genome smoothed analysis, which incorporates Gaussian kernel smoothing over the default genomic filter length of 0.5 Mb.  Data from the 250K array were analyzed with the Hidden Markov Model default settings in the Copy Number work flow in Partek Genomics Suite.  The respective Hap Map samples were used as normals for both the 50K and 250K chips.
!Sample_data_processing = The 50K CNAT data contains probe set id, physical chromosome position, genotype call (SNP call) AA, AB, BB, NC no call, GSA_CN genomic smoothed analysis of the copy number, GSA_pVal genomic smoothed analysis of the significance value and Log2 Ratio.  The 250K data .txt files analyzed on Partek contain the probe set ID and the copy number generated using the Copy Number workflow in Partek Genomic Suite.
!Sample_platform_id = GPL2005
!Sample_contact_name = Frederic ,,Barr
!Sample_contact_email = barrfg@mail.med.upenn.edu
!Sample_contact_institute = University of Pennsylvania
!Sample_contact_address = 422 Curie Blvd
!Sample_contact_city = Philadelphia
!Sample_contact_state = PA
!Sample_contact_zip/postal_code = 19104
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM608nnn/GSM608994/suppl/GSM608994_Barr_Amp_SNP00114B_PAKZRT_Mapping50K_Xba240.CEL.gz
!Sample_series_id = GSE24715
!Sample_data_row_count = 58960
#ID_REF = 
#VALUE = genotype call
#GSA_CN = 
#GSA_pVal = 
#Log2Ratio = 
!sample_table_begin
ID_REF	VALUE	GSA_CN	GSA_pVal	Log2Ratio
SNP_A-1677174	AA	2.58993	1.319895	0.521017
SNP_A-1678466	BB	3.29483	3.370586	1.288221
SNP_A-1676440	AA	3.290809	3.35648	2.792532
SNP_A-1662392	AA	3.096162	2.789147	0.908711
SNP_A-1685736	AA	3.095927	2.788365	0.730404
SNP_A-1681384	BB	3.087283	2.759559	0.3798
SNP_A-1642581	BB	3.02617	2.556074	-0.657758
SNP_A-1669029	NoCall	3.02197	2.542102	-0.101017
SNP_A-1718237	AA	2.348035	0.13612	0.626827
SNP_A-1748467	AA	2.34799	0.136	-0.026942
SNP_A-1705537	AB	2.531923	1.58632	0.71359
SNP_A-1683756	AA	2.531925	1.586323	0.158446
SNP_A-1696782	BB	2.723223	1.904134	0.21808
SNP_A-1673422	BB	2.728669	1.912927	0.734992
SNP_A-1670878	NoCall	2.789236	2.000702	1.360425
SNP_A-1743511	AB	2.789234	2.0007	0.406658
SNP_A-1736635	BB	2.75534	1.776595	0.982459
SNP_A-1666738	AB	2.766611	1.687518	0.021013
SNP_A-1721407	AA	2.533199	1.075524	0.754887
SNP_A-1686722	AA	2.530105	1.061485	0.039212
!sample_table_end
