^SAMPLE = GSM609002
!Sample_title = Alveolar Rhabdomyosarcoma tumor PAKREB 50K_Xba
!Sample_geo_accession = GSM609002
!Sample_status = Public on Oct 16 2010
!Sample_submission_date = Oct 15 2010
!Sample_last_update_date = Oct 15 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Alveolar Rhabdomyosarcoma tumor PAKREB
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Alveolar rhabdomyosarcoma tumor
!Sample_characteristics_ch1 = case: PAKREB
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from fresh frozen tumors using the Qiagen QIAamp DNA Mini Kit. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer and agarose gel electrophoresis.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was digested with the appropriate restriction enzyme, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The hybridized arrays were washed using Affymetrix fluidics stations, and scanned using the GeneChip Scanner 3000.
!Sample_description = Hybridized to 50K_Xba
!Sample_data_processing = CEL files and TXT files were generated by Affymetrix GeneChip DNA Analysis Software version 3.0, Affymetrix Copy Number Analysis Tool (CNAT) versions 2.2 and 3.0, Affymetrix GeneChip Genotyping Operating Analysis software version 4.1 and Partek Genomics Suite version 6.3.  The 50K data were calculated in CNAT using an algorithm developed to identify genome wide gains and losses on high density oligonucleotide arrays based on SNP genotyping metods and whole genome sampling analysis.  The raw data were analyzed with CNAT to calculate a copy number at each locus, which was then normalized relative to a reference set of normal individuals.  The copy number estimates were displayed with a genome smoothed analysis, which incorporates Gaussian kernel smoothing over the default genomic filter length of 0.5 Mb.  Data from the 250K array were analyzed with the Hidden Markov Model default settings in the Copy Number work flow in Partek Genomics Suite.  The respective Hap Map samples were used as normals for both the 50K and 250K chips.
!Sample_data_processing = The 50K CNAT data contains probe set id, physical chromosome position, genotype call (SNP call) AA, AB, BB, NC no call, GSA_CN genomic smoothed analysis of the copy number, GSA_pVal genomic smoothed analysis of the significance value and Log2 Ratio.  The 250K data .txt files analyzed on Partek contain the probe set ID and the copy number generated using the Copy Number workflow in Partek Genomic Suite.
!Sample_platform_id = GPL2005
!Sample_contact_name = Frederic ,,Barr
!Sample_contact_email = barrfg@mail.med.upenn.edu
!Sample_contact_institute = University of Pennsylvania
!Sample_contact_address = 422 Curie Blvd
!Sample_contact_city = Philadelphia
!Sample_contact_state = PA
!Sample_contact_zip/postal_code = 19104
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM609nnn/GSM609002/suppl/GSM609002_Barr_Amp_SNP00113B_PAKREB_Mapping50K_Xba240.CEL.gz
!Sample_series_id = GSE24715
!Sample_data_row_count = 58960
#ID_REF = 
#VALUE = genotype call
#GSA_CN = 
#GSA_pVal = 
#Log2Ratio = 
!sample_table_begin
ID_REF	VALUE	GSA_CN	GSA_pVal	Log2Ratio
SNP_A-1677174	AB	1.95152	-0.422901	-0.099523
SNP_A-1678466	BB	2.788069	0.846419	0.949759
SNP_A-1676440	AA	2.785178	0.839525	2.11171
SNP_A-1662392	AA	2.621991	0.625101	0.651558
SNP_A-1685736	AA	2.621814	0.624741	0.638879
SNP_A-1681384	BB	2.615293	0.611479	-0.032309
SNP_A-1642581	BB	2.569135	0.517771	-0.568716
SNP_A-1669029	NoCall	2.565959	0.511336	-0.324383
SNP_A-1718237	AA	2.103911	0.260234	0.203888
SNP_A-1748467	AA	2.103867	0.260356	-0.305499
SNP_A-1705537	AA	2.231964	0.328663	0.566777
SNP_A-1683756	AB	2.231962	0.328651	0.058018
SNP_A-1696782	AB	2.325764	0.706735	-0.409596
SNP_A-1673422	BB	2.327894	0.714588	0.437462
SNP_A-1670878	AB	2.334703	0.648389	0.816839
SNP_A-1743511	BB	2.334707	0.648407	0.052616
SNP_A-1736635	NoCall	2.351696	0.916418	0.653419
SNP_A-1666738	NoCall	2.416038	1.014331	-0.11274
SNP_A-1721407	AB	2.337828	0.782322	0.268541
SNP_A-1686722	AB	2.338039	0.783256	-0.025784
!sample_table_end
