^SAMPLE = GSM901098
!Sample_title = UT-SCC-17
!Sample_geo_accession = GSM901098
!Sample_status = Public on Dec 01 2012
!Sample_submission_date = Mar 26 2012
!Sample_last_update_date = Dec 01 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = HNSCC
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell line: HNSCC
!Sample_characteristics_ch1 = cetuximab response: cetuximab sensitive
!Sample_treatment_protocol_ch1 = Cells were seeded and allowed to attach for 24h, then treated with 30 nM cetuximab for 48h, supplemented with fresh medium and grown for another 7 days
!Sample_growth_protocol_ch1 = Cells were grown in DMEM supplemented with 10% FBS, 2 mM glutamine, 1% NE amino acids, and penicillin and streptomycin
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = DNA was extracted with Maxwell 16 Cell purification kit
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = DNA fragments were biotin labelled using terminal deoxynucleotidyl transferase
!Sample_hyb_protocol = Hybridized in GeneChip Hybrydization oven 16-18h, stained with R-phycoerythrin streptavidin and biotinylated goat-anti-streptavidin antibodies
!Sample_scan_protocol = GeneChip scanner 3000 7G
!Sample_data_processing = Genotyping console, CN5 algorithm
!Sample_platform_id = GPL6801
!Sample_contact_name = Fredrik,,Jerhammar
!Sample_contact_email = fredrik.jerhammar@liu.se
!Sample_contact_phone = +4613221500
!Sample_contact_institute = Linkoping University
!Sample_contact_address = -
!Sample_contact_city = Linkoping
!Sample_contact_zip/postal_code = 58183
!Sample_contact_country = Sweden
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM901nnn/GSM901098/suppl/GSM901098_UTSCC-17_GenomeWideSNP_6_.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM901nnn/GSM901098/suppl/GSM901098_UTSCC-17_GenomeWideSNP_6_.CN5.CNCHP.gz
!Sample_series_id = GSE36790
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	1.000000	-0.711257	1.157615	nan	nan
CN_473964	1.000000	-0.499600	1.157570	nan	nan
CN_473965	1.000000	-0.196242	1.157561	nan	nan
CN_473981	1.000000	-0.362638	1.156880	nan	nan
CN_473982	1.000000	0.006852	1.156869	nan	nan
CN_497981	1.000000	-0.067788	1.150883	nan	nan
CN_502615	1.000000	-0.494918	1.143291	nan	nan
CN_502613	1.000000	-0.236434	1.143257	nan	nan
CN_502614	1.000000	-0.419075	1.143076	nan	nan
CN_502616	1.000000	-1.845480	1.143067	nan	nan
CN_502843	1.000000	-0.032874	1.136554	nan	nan
CN_466171	1.000000	-0.206852	0.951115	nan	nan
CN_468414	1.000000	-0.911230	0.951051	nan	nan
CN_468412	1.000000	-1.265555	0.951036	nan	nan
CN_468413	1.000000	0.595273	0.951033	nan	nan
CN_470565	1.000000	-0.835326	0.950955	nan	nan
CN_468424	1.000000	-0.603838	0.949890	nan	nan
CN_468425	1.000000	-0.948097	0.949879	nan	nan
CN_460512	1.000000	0.577272	3.153495	nan	nan
CN_460513	1.000000	0.153021	3.153493	nan	nan
!sample_table_end
