^SAMPLE = GSM901097
!Sample_title = UT-SCC-15
!Sample_geo_accession = GSM901097
!Sample_status = Public on Dec 01 2012
!Sample_submission_date = Mar 26 2012
!Sample_last_update_date = Dec 01 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = HNSCC
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell line: HNSCC
!Sample_characteristics_ch1 = cetuximab response: cetuximab sensitive
!Sample_treatment_protocol_ch1 = Cells were seeded and allowed to attach for 24h, then treated with 30 nM cetuximab for 48h, supplemented with fresh medium and grown for another 7 days
!Sample_growth_protocol_ch1 = Cells were grown in DMEM supplemented with 10% FBS, 2 mM glutamine, 1% NE amino acids, and penicillin and streptomycin
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = DNA was extracted with Maxwell 16 Cell purification kit
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = DNA fragments were biotin labelled using terminal deoxynucleotidyl transferase
!Sample_hyb_protocol = Hybridized in GeneChip Hybrydization oven 16-18h, stained with R-phycoerythrin streptavidin and biotinylated goat-anti-streptavidin antibodies
!Sample_scan_protocol = GeneChip scanner 3000 7G
!Sample_data_processing = Genotyping console, CN5 algorithm
!Sample_platform_id = GPL6801
!Sample_contact_name = Fredrik,,Jerhammar
!Sample_contact_email = fredrik.jerhammar@liu.se
!Sample_contact_phone = +4613221500
!Sample_contact_institute = Linkoping University
!Sample_contact_address = -
!Sample_contact_city = Linkoping
!Sample_contact_zip/postal_code = 58183
!Sample_contact_country = Sweden
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM901nnn/GSM901097/suppl/GSM901097_UTSCC-15_GenomeWideSNP_6_.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM901nnn/GSM901097/suppl/GSM901097_UTSCC-15_GenomeWideSNP_6_.CN5.CNCHP.gz
!Sample_series_id = GSE36790
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	-0.199542	1.876320	nan	nan
CN_473964	2.000000	-0.096953	1.876310	nan	nan
CN_473965	2.000000	-0.014125	1.876308	nan	nan
CN_473981	2.000000	-0.419354	1.876170	nan	nan
CN_473982	2.000000	0.431886	1.876168	nan	nan
CN_497981	2.000000	0.222105	1.874923	nan	nan
CN_502615	2.000000	0.082619	1.873283	nan	nan
CN_502613	2.000000	-0.086095	1.873275	nan	nan
CN_502614	2.000000	0.150762	1.873235	nan	nan
CN_502616	2.000000	-0.706156	1.873233	nan	nan
CN_502843	2.000000	0.065366	1.871777	nan	nan
CN_466171	2.000000	0.295520	1.400612	nan	nan
CN_468414	2.000000	-1.292617	1.400454	nan	nan
CN_468412	2.000000	0.295149	1.400419	nan	nan
CN_468413	2.000000	0.573870	1.400412	nan	nan
CN_470565	2.000000	-0.701430	1.400221	nan	nan
CN_468424	2.000000	-0.376258	1.397618	nan	nan
CN_468425	2.000000	-0.799806	1.397593	nan	nan
CN_460512	2.000000	0.317829	3.672062	nan	nan
CN_460513	2.000000	0.656625	3.672064	nan	nan
!sample_table_end
